Genus,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,IA1,IA2,IA3,IA4,IA5,IA18,IA19,IA20,IA21,IA22,IA24,IA25,IA27,IA29,IA30,IA35,IA37,IA39,IA40,IA41,IA42,IA43,IA44,IA45,IA46,IS6,IS7,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS17,IS50,IS23,IS28,IS31,IS32,IS33,IS34,IS36,IS38,IS47,IS48
Megasphaera,0.037940379,0.013550136,0.016260163,0.035230352,0.021680217,0.032520325,0.029810298,0.040650407,0.021680217,0.032520325,0.043360434,0.01897019,0.037940379,0.048780488,0.035230352,0.021680217,0.021680217,0.002710027,0,0.002710027,0.005420054,0,0.029810298,0,0.010840108,0.051490515,0.024390244,0.024390244,0,0,0.002710027,0.002710027,0.002710027,0.016260163,0,0,0,0.016260163,0.01897019,0,0.005420054,0.070460705,0.005420054,0.027100271,0.043360434,0.029810298,0.005420054,0.010840108,0.010840108,0.029810298,0.005420054,0,0.005420054,0.016260163,0,0.002710027,0.005420054,0.005420054
Nitrobacter,0.031746032,0.015873016,0.008818342,0.017636684,0.029982363,0.015873016,0.029982363,0.044091711,0.019400353,0.0335097,0.015873016,0.047619048,0.024691358,0.045855379,0.024691358,0.019400353,0.037037037,0,0.001763668,0.003527337,0.003527337,0.001763668,0.051146384,0.001763668,0.017636684,0.031746032,0.019400353,0.045855379,0.001763668,0.001763668,0.005291005,0.008818342,0,0.007054674,0.001763668,0.003527337,0.008818342,0.005291005,0.019400353,0,0.019400353,0.075837743,0.007054674,0.0335097,0.017636684,0.031746032,0.008818342,0.014109347,0.010582011,0.031746032,0,0.008818342,0.012345679,0.012345679,0,0.003527337,0,0.008818342
Nitrosomonas,0.027142857,0.015714286,0.012857143,0.014285714,0.028571429,0.017142857,0.032857143,0.041428571,0.022857143,0.03,0.015714286,0.028571429,0.021428571,0.037142857,0.034285714,0.014285714,0.031428571,0.002857143,0,0.005714286,0,0.002857143,0.037142857,0.001428571,0.02,0.041428571,0.037142857,0.032857143,0.005714286,0,0.001428571,0.005714286,0,0.018571429,0,0.001428571,0.004285714,0.017142857,0.031428571,0,0.008571429,0.087142857,0.002857143,0.044285714,0.027142857,0.047142857,0.007142857,0.008571429,0.01,0.025714286,0,0,0.017142857,0.005714286,0.002857143,0,0.004285714,0.008571429
Thiobacillus,0.01953125,0.01171875,0.01171875,0.0234375,0.0234375,0.025390625,0.021484375,0.03125,0.015625,0.029296875,0.033203125,0.046875,0.029296875,0.0390625,0.025390625,0.017578125,0.037109375,0.001953125,0.001953125,0.0078125,0.00390625,0.001953125,0.033203125,0.00390625,0.01953125,0.0390625,0.025390625,0.029296875,0.00390625,0.001953125,0.001953125,0.00390625,0,0.015625,0,0,0.00390625,0.017578125,0.046875,0,0.013671875,0.087890625,0.01171875,0.025390625,0.02734375,0.033203125,0.0078125,0.009765625,0.013671875,0.0234375,0,0.001953125,0.013671875,0.00390625,0.00390625,0,0.00390625,0.013671875
Acidithiobacillus,0.022284123,0.025069638,0.011142061,0.022284123,0.019498607,0.025069638,0.022284123,0.055710306,0.008356546,0.027855153,0.016713092,0.027855153,0.038997214,0.038997214,0.025069638,0.011142061,0.04735376,0.008356546,0.002785515,0.002785515,0.002785515,0.002785515,0.030640669,0.002785515,0.016713092,0.04178273,0.011142061,0.030640669,0,0,0,0.002785515,0,0.011142061,0.005571031,0,0.005571031,0.011142061,0.044568245,0.002785515,0.027855153,0.075208914,0.005571031,0.022284123,0.038997214,0.04178273,0.005571031,0.008356546,0.011142061,0.030640669,0,0.002785515,0.019498607,0.011142061,0,0.002785515,0.002785515,0.011142061
Starkeya,0.032608696,0.02173913,0.016304348,0.02173913,0.032608696,0.016304348,0.016304348,0.02173913,0.032608696,0.043478261,0.038043478,0.02173913,0.038043478,0.027173913,0.016304348,0.010869565,0.027173913,0,0,0.005434783,0.010869565,0,0.038043478,0,0.032608696,0.043478261,0.005434783,0.054347826,0,0.005434783,0,0,0,0.005434783,0,0,0,0.010869565,0.010869565,0,0.027173913,0.097826087,0.005434783,0.027173913,0.016304348,0.059782609,0,0.005434783,0.010869565,0.032608696,0,0,0.02173913,0,0.010869565,0,0.02173913,0.005434783
Guyparkeria,0.010309278,0.015463918,0.025773196,0.030927835,0.020618557,0.020618557,0.020618557,0.072164948,0.015463918,0.041237113,0.041237113,0.025773196,0.046391753,0.036082474,0.041237113,0.020618557,0.030927835,0.010309278,0,0,0.005154639,0,0.041237113,0,0.015463918,0.030927835,0.025773196,0.020618557,0,0,0,0,0,0.010309278,0,0.005154639,0,0.015463918,0.005154639,0.005154639,0.015463918,0.046391753,0.005154639,0.030927835,0.056701031,0.056701031,0.005154639,0.005154639,0.015463918,0.030927835,0.005154639,0,0.005154639,0,0,0.005154639,0.010309278,0
Thermithiobacillus,0.038461538,0.010989011,0.005494505,0.010989011,0.043956044,0.016483516,0.016483516,0.016483516,0.021978022,0.032967033,0.021978022,0.021978022,0.06043956,0.005494505,0.021978022,0.027472527,0.021978022,0,0.005494505,0,0.010989011,0.005494505,0.054945055,0,0.010989011,0.065934066,0.032967033,0.065934066,0,0,0,0.010989011,0,0,0,0,0,0.010989011,0.043956044,0,0.005494505,0.093406593,0,0.032967033,0.054945055,0.032967033,0.005494505,0.005494505,0.010989011,0.021978022,0,0,0.010989011,0.005494505,0,0,0,0.005494505
Thiomicrospira,0.030346821,0.024566474,0.020231214,0.020231214,0.023121387,0.01300578,0.033236994,0.044797688,0.01734104,0.026011561,0.024566474,0.024566474,0.046242775,0.039017341,0.020231214,0.010115607,0.037572254,0.001445087,0.00433526,0.001445087,0.002890173,0.001445087,0.036127168,0.002890173,0.018786127,0.039017341,0.015895954,0.043352601,0.001445087,0,0.00433526,0.00433526,0.001445087,0.014450867,0.001445087,0,0.001445087,0.005780347,0.039017341,0,0.00867052,0.098265896,0.005780347,0.028901734,0.033236994,0.028901734,0.010115607,0.011560694,0.007225434,0.021676301,0.001445087,0.002890173,0.015895954,0.00433526,0.002890173,0.001445087,0,0.020231214
Thiovulum,0.031347962,0.015673981,0.021943574,0.02507837,0.028213166,0.018808777,0.015673981,0.034482759,0.015673981,0.043887147,0.02507837,0.028213166,0.047021944,0.043887147,0.018808777,0.003134796,0.040752351,0,0.003134796,0.006269592,0.006269592,0.003134796,0.043887147,0,0.02507837,0.043887147,0.018808777,0.040752351,0.003134796,0,0,0,0,0.003134796,0,0,0.006269592,0.018808777,0.018808777,0,0.018808777,0.059561129,0.006269592,0.031347962,0.037617555,0.031347962,0.006269592,0.009404389,0.003134796,0.047021944,0,0.006269592,0.012539185,0.003134796,0.003134796,0,0,0.02507837
Hydrogenobacter,0.024767802,0.015479876,0.009287926,0.034055728,0.015479876,0.024767802,0.009287926,0.030959752,0.021671827,0.046439628,0.024767802,0.037151703,0.058823529,0.034055728,0.024767802,0.021671827,0.043343653,0.003095975,0.003095975,0.003095975,0,0,0.043343653,0.00619195,0.015479876,0.049535604,0.018575851,0.015479876,0,0,0,0.003095975,0,0.015479876,0,0,0.003095975,0.015479876,0.040247678,0,0.015479876,0.095975232,0,0.024767802,0.021671827,0.027863777,0.00619195,0,0.012383901,0.040247678,0,0.00619195,0.009287926,0.009287926,0.003095975,0,0.00619195,0.009287926
Neorickettsia,0.029154519,0.011661808,0.014577259,0.014577259,0.037900875,0.020408163,0.023323615,0.037900875,0.020408163,0.029154519,0.020408163,0.020408163,0.032069971,0.052478134,0.034985423,0.008746356,0.043731778,0,0.005830904,0.008746356,0.002915452,0.005830904,0.040816327,0,0.017492711,0.040816327,0.014577259,0.023323615,0,0,0,0.005830904,0,0.005830904,0,0,0.011661808,0.017492711,0.037900875,0,0.014577259,0.078717201,0.011661808,0.029154519,0.040816327,0.049562682,0.005830904,0.008746356,0.008746356,0.017492711,0.002915452,0.002915452,0.014577259,0.008746356,0.002915452,0,0.011661808,0
Francisella,0.024096386,0.018072289,0.018072289,0.024096386,0.012048193,0.024096386,0.012048193,0.054216867,0.024096386,0.030120482,0.030120482,0.042168675,0.048192771,0.042168675,0.054216867,0.024096386,0.018072289,0,0.006024096,0.006024096,0.006024096,0.012048193,0.042168675,0.006024096,0.006024096,0.072289157,0.006024096,0.048192771,0,0,0,0,0,0.006024096,0,0,0,0.036144578,0.006024096,0,0.012048193,0.060240964,0.006024096,0.054216867,0.018072289,0.024096386,0,0.006024096,0.012048193,0.024096386,0,0.006024096,0.006024096,0,0,0,0.006024096,0.006024096
Wolbachia,0.030973451,0.013274336,0.015486726,0.033185841,0.026548673,0.026548673,0.013274336,0.055309735,0.013274336,0.030973451,0.030973451,0.03539823,0.048672566,0.030973451,0.037610619,0.008849558,0.024336283,0.002212389,0.002212389,0.002212389,0.004424779,0.002212389,0.024336283,0.008849558,0.015486726,0.057522124,0.026548673,0.033185841,0,0,0.002212389,0.004424779,0.002212389,0.026548673,0.002212389,0,0.002212389,0.008849558,0.019911504,0,0.008849558,0.079646018,0.013274336,0.026548673,0.028761062,0.024336283,0.008849558,0,0.004424779,0.028761062,0,0.004424779,0.008849558,0.004424779,0.004424779,0.004424779,0.008849558,0.017699115
Bacteriovorax,0.023391813,0.023391813,0.01754386,0.01754386,0.011695906,0.01754386,0.023391813,0.046783626,0.011695906,0.029239766,0.029239766,0.046783626,0.035087719,0.029239766,0.029239766,0.029239766,0.005847953,0,0,0,0.01754386,0,0.01754386,0,0.011695906,0.035087719,0.052631579,0.035087719,0,0,0,0,0,0.029239766,0,0,0,0.011695906,0.040935673,0,0.011695906,0.076023392,0.011695906,0.046783626,0.035087719,0.029239766,0.005847953,0.011695906,0.005847953,0.029239766,0,0.01754386,0,0.01754386,0.005847953,0,0.005847953,0.011695906
Oceanospirillum,0.018575851,0.00619195,0.00619195,0.009287926,0.018575851,0.027863777,0.021671827,0.024767802,0.009287926,0.049535604,0.009287926,0.030959752,0.043343653,0.046439628,0.018575851,0.00619195,0.027863777,0.003095975,0,0.00619195,0.00619195,0,0.052631579,0.00619195,0.012383901,0.046439628,0.009287926,0.07120743,0.00619195,0,0.00619195,0.009287926,0,0.015479876,0,0,0.003095975,0.024767802,0.012383901,0,0.018575851,0.111455108,0.003095975,0.034055728,0.034055728,0.040247678,0.00619195,0.00619195,0.003095975,0.021671827,0,0.009287926,0.012383901,0.009287926,0.003095975,0.003095975,0,0.018575851
Spirillum,0.028089888,0.002808989,0.019662921,0.028089888,0.030898876,0.02247191,0.011235955,0.02247191,0.025280899,0.033707865,0.016853933,0.02247191,0.053370787,0.042134831,0.033707865,0.016853933,0.025280899,0.002808989,0.005617978,0.002808989,0.008426966,0,0.042134831,0.005617978,0.011235955,0.033707865,0.014044944,0.030898876,0,0,0,0.005617978,0.002808989,0.025280899,0,0.002808989,0,0.005617978,0.039325843,0,0.014044944,0.08988764,0.005617978,0.02247191,0.028089888,0.04494382,0.005617978,0.005617978,0.005617978,0.047752809,0,0.008426966,0.008426966,0.008426966,0.002808989,0.005617978,0.008426966,0.014044944
Selenomonas,0.009063444,0.012084592,0.018126888,0.012084592,0.012084592,0.009063444,0.021148036,0.039274924,0.01510574,0.021148036,0.024169184,0.027190332,0.039274924,0.033232628,0.045317221,0.009063444,0.060422961,0.006042296,0.012084592,0.009063444,0.009063444,0.006042296,0.039274924,0.006042296,0.012084592,0.057401813,0.036253776,0.036253776,0.003021148,0,0.003021148,0,0,0.006042296,0,0,0.009063444,0.01510574,0.03021148,0,0.021148036,0.099697885,0.006042296,0.027190332,0.033232628,0.03021148,0.003021148,0.006042296,0.012084592,0.03021148,0,0.006042296,0.006042296,0.006042296,0,0,0,0.009063444
Persicobacter,0.02,0.02,0.013333333,0.013333333,0.02,0.04,0.02,0.033333333,0.02,0.02,0.006666667,0.006666667,0.053333333,0.066666667,0.06,0.026666667,0.026666667,0,0.006666667,0.006666667,0,0,0.04,0,0,0.08,0.013333333,0.026666667,0,0,0,0.006666667,0,0.013333333,0,0,0,0.006666667,0.04,0,0.006666667,0.06,0,0.033333333,0.026666667,0.06,0,0.006666667,0.013333333,0.026666667,0,0.006666667,0.02,0.006666667,0,0,0.013333333,0.013333333
Saccharicrinis,0.02173913,0.014492754,0.02173913,0.028985507,0.036231884,0.014492754,0.014492754,0.043478261,0.02173913,0.014492754,0.043478261,0.043478261,0.043478261,0.02173913,0.043478261,0.007246377,0.065217391,0,0,0.007246377,0.007246377,0,0.065217391,0,0.02173913,0.02173913,0.028985507,0.057971014,0,0,0,0,0,0.036231884,0,0,0,0.007246377,0.007246377,0,0.014492754,0.079710145,0,0.02173913,0.02173913,0.02173913,0,0.014492754,0.007246377,0.014492754,0,0,0,0.007246377,0.007246377,0,0,0.028985507
Cytophaga,0.014613779,0.022964509,0.018789144,0.018789144,0.012526096,0.012526096,0.018789144,0.037578288,0.014613779,0.033402923,0.012526096,0.045929019,0.041753653,0.03131524,0.016701461,0.014613779,0.029227557,0.006263048,0.006263048,0.006263048,0.006263048,0.004175365,0.014613779,0.002087683,0.016701461,0.050104384,0.027139875,0.016701461,0,0,0,0.006263048,0,0.029227557,0,0.002087683,0.004175365,0.014613779,0.025052192,0,0.025052192,0.104384134,0.012526096,0.033402923,0.035490605,0.041753653,0.014613779,0.002087683,0.006263048,0.029227557,0.002087683,0.008350731,0.014613779,0.004175365,0.006263048,0.008350731,0.004175365,0.012526096
Eisenibacter,0.025974026,0.006493506,0.006493506,0.032467532,0.025974026,0.025974026,0.019480519,0.032467532,0,0.025974026,0.045454545,0.038961039,0.045454545,0.012987013,0.058441558,0.012987013,0.012987013,0.006493506,0,0,0,0,0.038961039,0,0.012987013,0.071428571,0,0.012987013,0,0,0,0.006493506,0,0.019480519,0.006493506,0,0.006493506,0,0.038961039,0,0.006493506,0.12987013,0.006493506,0.045454545,0.006493506,0.038961039,0.006493506,0.006493506,0.019480519,0.032467532,0,0.006493506,0.012987013,0.006493506,0,0,0.006493506,0.019480519
Saprospira,0.028213166,0.012539185,0.028213166,0.009404389,0.02507837,0.018808777,0.012539185,0.018808777,0.012539185,0.02507837,0.021943574,0.028213166,0.056426332,0.056426332,0.047021944,0.012539185,0.02507837,0,0,0.003134796,0,0.006269592,0.034482759,0.006269592,0.015673981,0.05015674,0.031347962,0.028213166,0,0,0.006269592,0.003134796,0.003134796,0.003134796,0,0,0,0.009404389,0.059561129,0,0.009404389,0.087774295,0.006269592,0.028213166,0.05015674,0.02507837,0.009404389,0.003134796,0.006269592,0.028213166,0.003134796,0.003134796,0.006269592,0.006269592,0,0.009404389,0,0.018808777
Weeksella,0.03164557,0.012658228,0.009493671,0.018987342,0.018987342,0.025316456,0.03164557,0.022151899,0.015822785,0.012658228,0.015822785,0.025316456,0.044303797,0.050632911,0.03164557,0.012658228,0.047468354,0,0.006329114,0.003164557,0.006329114,0.009493671,0.044303797,0.006329114,0.018987342,0.056962025,0.018987342,0.028481013,0,0.003164557,0,0.006329114,0,0.012658228,0,0.003164557,0.003164557,0.015822785,0.022151899,0,0,0.101265823,0,0.047468354,0.03164557,0.034810127,0.003164557,0.009493671,0.006329114,0.025316456,0,0.009493671,0.003164557,0.006329114,0,0.003164557,0.003164557,0.022151899
Capnocytophaga,0.021416804,0.003294893,0.014827018,0.02306425,0.018121911,0.018121911,0.018121911,0.021416804,0.018121911,0.013179572,0.016474465,0.034596376,0.039538715,0.047775947,0.041186161,0.006589786,0.041186161,0.006589786,0.003294893,0.006589786,0.003294893,0,0.02800659,0.003294893,0.011532125,0.057660626,0.029654036,0.039538715,0,0.003294893,0.001647446,0.004942339,0,0.013179572,0,0.004942339,0.003294893,0.003294893,0.036243822,0,0.014827018,0.092257002,0.008237232,0.032948929,0.02800659,0.059308072,0.006589786,0.004942339,0.013179572,0.026359143,0.004942339,0.006589786,0.008237232,0.004942339,0.004942339,0.003294893,0.006589786,0.016474465
Chromatium,0.025157233,0.018867925,0.018867925,0.050314465,0.018867925,0.012578616,0.012578616,0.025157233,0.012578616,0.031446541,0.012578616,0.025157233,0.050314465,0.031446541,0.037735849,0.006289308,0.025157233,0,0,0,0.006289308,0.006289308,0.031446541,0.006289308,0.006289308,0.056603774,0.025157233,0.037735849,0,0.006289308,0,0,0,0.018867925,0,0.006289308,0,0,0.018867925,0,0.006289308,0.106918239,0.012578616,0.006289308,0.050314465,0.056603774,0,0.012578616,0.012578616,0.031446541,0,0,0.031446541,0.006289308,0,0,0.006289308,0.018867925
Weissella,0.026192075,0.0161182,0.0322364,0.005372733,0.0241773,0.009402283,0.00402955,0.002014775,0.000671592,0.003357958,0.0402955,0.030893217,0.059771659,0.029550034,0.021490934,0.020819342,0.0402955,0.003357958,0.003357958,0.003357958,0.011417058,0.004701142,0.0241773,0.006715917,0.014775017,0.035594359,0.019476158,0.033579584,0.002014775,0.002014775,0.002686367,0.003357958,0,0.034922767,0.001343183,0.00402955,0.002014775,0.014775017,0.030221625,0.001343183,0.015446608,0.059100067,0.006044325,0.042310275,0.050369375,0.107454668,0.006715917,0.012760242,0.009402283,0.018132975,0.002014775,0.000671592,0.018804567,0.004701142,0.002014775,0,0.001343183,0.016789792
Kandleria,0.021472393,0.024539877,0.038343558,0.012269939,0.01993865,0.015337423,0.001533742,0.001533742,0,0.003067485,0.029141104,0.01993865,0.064417178,0.033742331,0.039877301,0.01993865,0.030674847,0.004601227,0.006134969,0.009202454,0.012269939,0.006134969,0.027607362,0.015337423,0.009202454,0.01993865,0.016871166,0.024539877,0,0,0.007668712,0.004601227,0,0.04601227,0.001533742,0.006134969,0,0.010736196,0.033742331,0.003067485,0.007668712,0.038343558,0.013803681,0.053680982,0.033742331,0.116564417,0.003067485,0.009202454,0.010736196,0.015337423,0.003067485,0.007668712,0.007668712,0.010736196,0.001533742,0.003067485,0.003067485,0.01993865
Fructobacillus,0.014641288,0.02489019,0.023426061,0.002928258,0.021961933,0.010248902,0.002928258,0.002928258,0,0.001464129,0.040995608,0.029282577,0.070278184,0.03806735,0.026354319,0.021961933,0.042459736,0.001464129,0.001464129,0.004392387,0.005856515,0.001464129,0.03806735,0.005856515,0.010248902,0.03806735,0.011713031,0.023426061,0.001464129,0,0,0.004392387,0,0.043923865,0.001464129,0.001464129,0.002928258,0.008784773,0.03806735,0.002928258,0.011713031,0.06295754,0.004392387,0.052708638,0.036603221,0.112737921,0.01317716,0.005856515,0.008784773,0.021961933,0,0.005856515,0.004392387,0.007320644,0.002928258,0.004392387,0.002928258,0.019033675
Lactobacillus,0.02904738,0.019922987,0.03072158,0.005859702,0.019002176,0.013142474,0.003013561,0.003013561,0.00016742,0.003766951,0.035241922,0.031140131,0.053490708,0.032814331,0.027205759,0.024108488,0.036916123,0.002176461,0.004520342,0.004687762,0.006696802,0.005357442,0.031642391,0.005357442,0.017579106,0.037167253,0.021178637,0.031558681,0.00125565,0.00117194,0.002762431,0.004855182,0.00016742,0.02862883,0.003515821,0.003264691,0.003180981,0.012807634,0.02971706,0.00092081,0.011049724,0.065628662,0.007617613,0.039343713,0.045956806,0.104721246,0.008789553,0.006613092,0.009877783,0.021932027,0.00125565,0.005357442,0.011886824,0.007785033,0.001674201,0.002427591,0.004520342,0.014816675
Listeria,0.02919708,0.023255814,0.032422339,0.004583263,0.023934816,0.010354778,0.001867255,0.002037006,0.000509251,0.00373451,0.035308097,0.030045833,0.053980648,0.029876082,0.022746563,0.026990324,0.035817348,0.002716007,0.003225259,0.004413512,0.007469021,0.003395009,0.031743337,0.006790019,0.012731285,0.034459345,0.017823799,0.031573587,0.001188253,0.001018503,0.001697505,0.004243762,0.00016975,0.043286369,0.003395009,0.003055508,0.002376507,0.012901035,0.026311322,0.001527754,0.009506026,0.044644373,0.008148022,0.046002377,0.043965371,0.128670854,0.010354778,0.004922764,0.010524529,0.019351553,0.002037006,0.004753013,0.011373281,0.009336276,0.002037006,0.003055508,0.004583263,0.012561535
Renibacterium,0.032582655,0.022999521,0.034020125,0.005270724,0.022520364,0.009103977,0.00143747,0.001916627,0,0.003833253,0.037374221,0.030186871,0.054623862,0.032582655,0.029228558,0.026353618,0.035936751,0.00143747,0.003354097,0.00431241,0.006708194,0.00287494,0.034020125,0.004791567,0.012458074,0.034499281,0.018207954,0.030666028,0.00143747,0.00143747,0.003833253,0.00431241,0.000479157,0.042165788,0.003833253,0.00574988,0.001916627,0.011978917,0.027791088,0.000958313,0.011020604,0.050311452,0.003833253,0.043124102,0.044082415,0.116435074,0.010541447,0.007666507,0.013416387,0.020603737,0.00143747,0.00287494,0.014374701,0.004791567,0.001916627,0.000958313,0.00574988,0.007666507
Erysipelothrix,0.02972973,0.024324324,0.033333333,0.004054054,0.024324324,0.008108108,0.002252252,0.003153153,0.00045045,0.003153153,0.036036036,0.031531532,0.057207207,0.036936937,0.024774775,0.024774775,0.040540541,0.001801802,0.004954955,0.001351351,0.006756757,0.005855856,0.021621622,0.004504505,0.013963964,0.032882883,0.014864865,0.03018018,0.00045045,0.000900901,0.005855856,0.005405405,0.00045045,0.036486486,0.003153153,0.004954955,0.004054054,0.011261261,0.031081081,0.000900901,0.010810811,0.044144144,0.004954955,0.045945946,0.040540541,0.136036036,0.010810811,0.004504505,0.008558559,0.01981982,0.003153153,0.003603604,0.012612613,0.006756757,0.002252252,0.000900901,0.003153153,0.013063063
Kurthia,0.027038627,0.022746781,0.033476395,0.00472103,0.021030043,0.010729614,0.001287554,0.002575107,0,0.001287554,0.038626609,0.026609442,0.0527897,0.026609442,0.023175966,0.026180258,0.037339056,0.002145923,0.003004292,0.008583691,0.006437768,0.003433476,0.031330472,0.008154506,0.014592275,0.042060086,0.020600858,0.024463519,0.002145923,0.001716738,0.002575107,0.003862661,0,0.041201717,0.003004292,0.003433476,0.002145923,0.012875536,0.027896996,0.001287554,0.012446352,0.045493562,0.005150215,0.045922747,0.043776824,0.131759657,0.012017167,0.004291845,0.006008584,0.026180258,0.001716738,0.003004292,0.013733906,0.007296137,0.002145923,0.001287554,0.003433476,0.011158798
Alloiococcus,0.029423303,0.022754021,0.034523342,0.004707729,0.0219694,0.0109847,0.003923107,0.002353864,0.000784621,0.002746175,0.031384857,0.031777168,0.052961946,0.026284818,0.030992546,0.022754021,0.040015692,0.001961554,0.002353864,0.003138486,0.0109847,0.003530796,0.030600235,0.006669282,0.020400157,0.031384857,0.018830914,0.029030993,0.000392311,0.000784621,0.001961554,0.006669282,0.000392311,0.042761867,0.003530796,0.003138486,0.001961554,0.010200078,0.030207925,0.000784621,0.0109847,0.044723421,0.007061593,0.041977246,0.038054139,0.136916438,0.011377011,0.005884661,0.009807768,0.020400157,0.001569243,0.001176932,0.007453903,0.009023146,0.002746175,0.001569243,0.003923107,0.013338564
Actinobaculum,0.028917283,0.022192334,0.028244788,0.00403497,0.014794889,0.012777404,0.00134499,0.00268998,0.00134499,0.00537996,0.036987223,0.032952253,0.063214526,0.021519839,0.024882313,0.017484869,0.044384667,0.00268998,0.000672495,0.00672495,0.008742434,0.000672495,0.039677202,0.008742434,0.010087424,0.028244788,0.022864829,0.030934768,0.000672495,0.000672495,0.003362475,0.003362475,0.000672495,0.048419637,0.00134499,0.004707465,0.002017485,0.014122394,0.034297243,0,0.011432414,0.041022192,0.006052455,0.047747142,0.043039677,0.129119032,0.008069939,0.00537996,0.00672495,0.024209818,0.000672495,0.003362475,0.00672495,0.009414929,0,0.00134499,0.006052455,0.012777404
Actinomyces,0.027696405,0.023834887,0.033155792,0.003462051,0.021304927,0.008921438,0.004394141,0.00159787,0.000266312,0.003195739,0.035685752,0.030359521,0.054327563,0.029560586,0.030625832,0.025565912,0.042876165,0.00159787,0.002796272,0.00412783,0.00758988,0.003728362,0.030492676,0.007456724,0.010918775,0.035019973,0.019707057,0.029560586,0.001464714,0.002396804,0.002663116,0.003994674,0.000399467,0.050599201,0.003328895,0.003062583,0.001464714,0.011584554,0.032623169,0.000932091,0.01171771,0.039147803,0.006125166,0.042609854,0.038348868,0.132889481,0.010519308,0.003195739,0.008255659,0.021038615,0.002263648,0.004260985,0.011051931,0.008255659,0.001731025,0.001198402,0.003195739,0.009853529
Schaalia,0.03201397,0.021536671,0.029103609,0.00523865,0.019208382,0.012223516,0,0.002328289,0.001164144,0.000582072,0.037252619,0.031431898,0.059953434,0.031431898,0.034924331,0.024447031,0.037252619,0.003492433,0.000582072,0.006984866,0.009313155,0.002910361,0.026193248,0.006402794,0.010477299,0.031431898,0.018044237,0.029103609,0.000582072,0.002910361,0.003492433,0.007566938,0,0.050640279,0.000582072,0.003492433,0.001746217,0.009895227,0.02677532,0.000582072,0.008731083,0.042491269,0.002328289,0.047147846,0.044819558,0.138533178,0.004656577,0.003492433,0.006402794,0.02677532,0.001746217,0.003492433,0.012805588,0.005820722,0.001164144,0.001746217,0.002910361,0.011641444
Trueperella,0.028683915,0.026996625,0.034308211,0.004499438,0.020247469,0.007874016,0.002812148,0.001124859,0.00056243,0.004499438,0.032058493,0.029808774,0.053430821,0.026434196,0.028121485,0.030371204,0.033183352,0.001687289,0.003374578,0.003937008,0.006186727,0.002249719,0.031496063,0.004499438,0.014623172,0.038807649,0.021934758,0.030371204,0.001687289,0,0.001687289,0.003937008,0,0.048931384,0.004499438,0.001687289,0.00056243,0.012935883,0.032058493,0.00056243,0.011811024,0.044431946,0.012935883,0.044431946,0.041619798,0.125984252,0.008436445,0.001687289,0.011248594,0.027559055,0.002249719,0.002812148,0.005061867,0.006749156,0.001687289,0.001687289,0.002812148,0.014060742
Rhizobium,0.031531532,0.013860014,0.038808039,0.004158004,0.027373527,0.009009009,0.001386001,0.002425502,0,0.001732502,0.036382536,0.031531532,0.056826057,0.024948025,0.029452529,0.033610534,0.040887041,0.001386001,0.002772003,0.004504505,0.007969508,0.005197505,0.039154539,0.006583507,0.011434511,0.037768538,0.021483021,0.030838531,0.001732502,0.001386001,0.002425502,0.005890506,0.001039501,0.051975052,0.004851005,0.002772003,0.002425502,0.01039501,0.027027027,0.0003465,0.006930007,0.031531532,0.004504505,0.048510049,0.041233541,0.117463617,0.012127512,0.002772003,0.006237006,0.029106029,0.000693001,0.002425502,0.010741511,0.003465003,0.001732502,0.001732502,0.001039501,0.012474012
Pseudarthrobacter,0.026082328,0.020227111,0.038147622,0.004613201,0.021291696,0.007274663,0.00212917,0.001242016,0.000177431,0.002661462,0.038147622,0.029630944,0.060149042,0.03087296,0.032824698,0.027501774,0.034066714,0.0023066,0.002484031,0.005145493,0.008339248,0.002661462,0.03317956,0.008516678,0.010290987,0.034953868,0.021823989,0.030518098,0.001596877,0.001951739,0.003548616,0.003903478,0.000177431,0.052874379,0.002661462,0.004258339,0.001596877,0.009226402,0.029276082,0.000354862,0.01100071,0.03548616,0.005145493,0.048793471,0.048438609,0.11515259,0.011533002,0.004613201,0.008161817,0.027856636,0.001242016,0.003016324,0.009048971,0.005677786,0.001774308,0.001774308,0.001774308,0.010823279
Arthrobacter,0.030631679,0.017193948,0.033805946,0.004073643,0.022272775,0.009046662,0.001957465,0.001798751,0.00047614,0.002645223,0.038620252,0.032589144,0.055179346,0.031266533,0.031372342,0.027404507,0.037826685,0.001587134,0.002909745,0.004602688,0.007776955,0.003227172,0.031689768,0.007036292,0.011109935,0.038726061,0.020103693,0.032853666,0.001957465,0.001851656,0.003491694,0.003597503,0.000211618,0.051846365,0.002856841,0.004126547,0.001851656,0.012432547,0.029785208,0.000370331,0.008623426,0.03491694,0.005872394,0.04846048,0.042535181,0.12220929,0.011109935,0.00439107,0.008411808,0.022854724,0.001163898,0.00343879,0.009628611,0.006824675,0.000687758,0.001534229,0.002645223,0.010527986
