Genus,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,IA1,IA2,IA3,IA4,IA5,IA18,IA19,IA20,IA21,IA22,IA24,IA25,IA27,IA29,IA30,IA35,IA37,IA39,IA40,IA41,IA42,IA43,IA44,IA45,IA46,IS6,IS7,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS17,IS50,IS23,IS28,IS31,IS32,IS33,IS34,IS36,IS38,IS47,IS48
Grimontia,0.014423077,0.079326923,0,0.074519231,0.012019231,0.072115385,0.088942308,0.137019231,0.052884615,0.103365385,0.028846154,0.038461538,0.014423077,0.021634615,0.009615385,0.009615385,0.016826923,0,0,0.004807692,0,0.002403846,0.007211538,0.002403846,0.004807692,0.016826923,0.012019231,0.014423077,0,0,0,0,0,0,0,0,0,0.007211538,0.021634615,0,0.002403846,0.03125,0,0.019230769,0.016826923,0.009615385,0,0,0.007211538,0.021634615,0,0.002403846,0.007211538,0.002403846,0,0,0,0.012019231
Aliivibrio,0.021914648,0.050749712,0.00922722,0.061130334,0.021914648,0.071510957,0.093425606,0.114186851,0.076124567,0.0911188,0.012687428,0.025374856,0.024221453,0.014994233,0.012687428,0.00922722,0.011534025,0.002306805,0,0,0.002306805,0,0.027681661,0.001153403,0.008073818,0.024221453,0.00461361,0.017301038,0,0,0.002306805,0.001153403,0,0.011534025,0.001153403,0.002306805,0,0.006920415,0.010380623,0,0.00461361,0.055363322,0,0.016147636,0.014994233,0.021914648,0.003460208,0.001153403,0.00461361,0.010380623,0,0.00461361,0.002306805,0.002306805,0.001153403,0.002306805,0.001153403,0.008073818
Actinobacillus,0.015877516,0.049900766,0.014176354,0.063510065,0.016161043,0.056138361,0.074851148,0.100935639,0.056988942,0.074284094,0.026084491,0.026084491,0.022398639,0.020130422,0.016728098,0.007938758,0.014459881,0.001134108,0.00198469,0.001701162,0.001417635,0.002835271,0.023816274,0.002268217,0.009923448,0.039977318,0.008789339,0.047916076,0.000283527,0.001417635,0.000850581,0.002268217,0.000283527,0.006237596,0,0.000850581,0.000850581,0.005954069,0.017011625,0.000567054,0.007371704,0.045647859,0.003402325,0.017862206,0.019563368,0.019563368,0.004252906,0.002268217,0.006521123,0.017295152,0.000283527,0.002551744,0.006521123,0.002551744,0.000850581,0.001701162,0.001701162,0.005103487
Aggregatibacter,0.014734774,0.037328094,0.018664047,0.054027505,0.016699411,0.055992141,0.068762279,0.109037328,0.069744597,0.076620825,0.020628684,0.013752456,0.017681729,0.025540275,0.016699411,0.010805501,0.018664047,0.000982318,0.000982318,0.001964637,0.001964637,0.003929273,0.021611002,0.000982318,0.007858546,0.032416503,0.006876228,0.04518664,0.001964637,0,0,0.003929273,0.000982318,0.009823183,0.000982318,0.001964637,0.000982318,0.008840864,0.011787819,0.000982318,0.012770138,0.060903733,0.002946955,0.023575639,0.015717092,0.013752456,0.004911591,0.001964637,0.003929273,0.024557957,0,0.000982318,0.008840864,0.003929273,0,0,0.000982318,0.007858546
Haemophilus,0.02027027,0.041041041,0.009259259,0.05955956,0.017267267,0.054304304,0.077827828,0.094094094,0.057807808,0.084584585,0.024524525,0.026526527,0.027777778,0.023523524,0.01951952,0.008508509,0.015265265,0.002002002,0.002002002,0.001501502,0.002002002,0.001501502,0.02027027,0.002002002,0.01026026,0.02977978,0.011011011,0.033533534,0.001501502,0,0.000750751,0.002752753,0,0.013263263,0.00025025,0.000500501,0.001751752,0.006506507,0.018268268,0.001251251,0.007257257,0.057057057,0.002752753,0.017267267,0.019019019,0.016016016,0.003503504,0.004004004,0.005755756,0.022022022,0.000750751,0.001251251,0.007257257,0.002502503,0.00025025,0.001751752,0.001001001,0.006256256
Avibacterium,0.022026432,0.040528634,0.010572687,0.051982379,0.011453744,0.050220264,0.090748899,0.105726872,0.042290749,0.061674009,0.022026432,0.028193833,0.02907489,0.028193833,0.014977974,0.010572687,0.017621145,0.000881057,0.002643172,0.002643172,0.003524229,0.001762115,0.027312775,0.001762115,0.00969163,0.030837004,0.013215859,0.025550661,0.001762115,0,0,0,0,0.007929515,0.000881057,0.002643172,0.004405286,0.007048458,0.014977974,0.000881057,0.014977974,0.054625551,0.002643172,0.014096916,0.021145374,0.018502203,0.007929515,0.005286344,0.011453744,0.01938326,0,0.004405286,0.007929515,0.008810573,0,0.000881057,0.003524229,0.006167401
Histophilus,0.016447368,0.0625,0.006578947,0.0625,0.029605263,0.046052632,0.042763158,0.111842105,0.029605263,0.085526316,0.006578947,0.039473684,0.016447368,0.026315789,0.032894737,0.009868421,0.016447368,0,0,0.003289474,0.006578947,0,0.029605263,0,0.013157895,0.029605263,0.009868421,0.039473684,0,0,0,0.009868421,0,0.016447368,0,0,0,0.003289474,0.013157895,0,0.003289474,0.055921053,0,0.009868421,0.023026316,0.036184211,0.003289474,0.006578947,0.006578947,0.009868421,0,0,0.003289474,0.003289474,0,0.003289474,0.009868421,0.009868421
Glaesserella,0.012578616,0.053459119,0.022012579,0.050314465,0.009433962,0.047169811,0.059748428,0.088050314,0.031446541,0.078616352,0.022012579,0.044025157,0.012578616,0.034591195,0.01572327,0.01572327,0.01572327,0,0,0.012578616,0.003144654,0.003144654,0.022012579,0,0.012578616,0.034591195,0.009433962,0.022012579,0.003144654,0.003144654,0,0,0,0.006289308,0,0,0.006289308,0.006289308,0.025157233,0.003144654,0.009433962,0.072327044,0.003144654,0.031446541,0.031446541,0.01572327,0,0.006289308,0,0.01572327,0,0.009433962,0.006289308,0.003144654,0,0,0.006289308,0.003144654
Pasteurella,0.014817781,0.040048058,0.010012014,0.0556668,0.01401682,0.054064878,0.062074489,0.090909091,0.054064878,0.082899479,0.022026432,0.025630757,0.021625951,0.030436524,0.017220665,0.008410092,0.022026432,0.003203845,0.003203845,0.002402883,0.002002403,0.002803364,0.023628354,0.001201442,0.008410092,0.028834602,0.01401682,0.032038446,0.000800961,0.001601922,0.001201442,0.003604325,0.000400481,0.008009612,0.000800961,0.000400481,0.002002403,0.007609131,0.024829796,0.001201442,0.005606728,0.060873048,0.004405286,0.017220665,0.021625951,0.020424509,0.004405286,0.003604325,0.007609131,0.021225471,0.002402883,0.004004806,0.00720865,0.004805767,0.001601922,0.001601922,0.001201442,0.010012014
Gallibacterium,0.028070175,0.059649123,0.01754386,0.045614035,0.014035088,0.021052632,0.063157895,0.077192982,0.031578947,0.077192982,0.010526316,0.028070175,0.01754386,0.028070175,0.028070175,0.01754386,0.028070175,0,0.007017544,0,0,0.003508772,0.031578947,0,0.003508772,0.014035088,0.010526316,0.024561404,0,0,0,0,0,0.014035088,0,0,0,0,0.007017544,0,0.014035088,0.080701754,0.003508772,0.028070175,0.045614035,0.028070175,0,0.010526316,0.010526316,0.028070175,0,0,0.010526316,0.003508772,0.003508772,0.003508772,0.007017544,0.014035088
Rodentibacter,0.028368794,0.056737589,0.021276596,0.053191489,0.017730496,0.056737589,0.046099291,0.078014184,0.046099291,0.088652482,0.028368794,0.017730496,0.017730496,0.031914894,0.003546099,0.021276596,0.014184397,0,0,0.003546099,0.003546099,0,0.028368794,0,0.014184397,0.031914894,0.007092199,0.035460993,0,0,0,0,0,0.017730496,0,0.003546099,0.003546099,0.014184397,0.024822695,0,0.007092199,0.04964539,0.003546099,0.010638298,0.035460993,0.014184397,0,0.003546099,0.003546099,0.021276596,0,0.003546099,0.014184397,0.003546099,0,0.003546099,0,0.010638298
Anaplasma,0.028003613,0.035230352,0.011743451,0.044263776,0.016260163,0.041553749,0.040650407,0.074977416,0.033423668,0.059620596,0.025293586,0.022583559,0.03432701,0.032520325,0.022583559,0.014453478,0.033423668,0.003613369,0.001806685,0.001806685,0.002710027,0.003613369,0.03071364,0.002710027,0.007226739,0.045167118,0.011743451,0.026196929,0.000903342,0.002710027,0.000903342,0.005420054,0,0.009033424,0.001806685,0.001806685,0.001806685,0.012646793,0.021680217,0.000903342,0.008130081,0.069557362,0.003613369,0.021680217,0.022583559,0.028906956,0.007226739,0.001806685,0.009936766,0.027100271,0.000903342,0.000903342,0.010840108,0.002710027,0.003613369,0.000903342,0.003613369,0.008130081
Bartonella,0.019743337,0.04047384,0.010858835,0.053307009,0.022704837,0.051332675,0.044422507,0.086870681,0.04047384,0.061204344,0.024679171,0.031589339,0.024679171,0.022704837,0.019743337,0.011846002,0.024679171,0.000987167,0.0029615,0.001974334,0.001974334,0.003948667,0.024679171,0.0029615,0.017769003,0.044422507,0.017769003,0.026653504,0,0.001974334,0,0.001974334,0,0.020730503,0,0,0,0.007897335,0.022704837,0.000987167,0.003948667,0.064165844,0.0029615,0.019743337,0.014807502,0.023692004,0.0029615,0.0029615,0.003948667,0.019743337,0.0029615,0.006910168,0.011846002,0.008884501,0.001974334,0.001974334,0.001974334,0.010858835
Coxiella,0.016885553,0.05065666,0.015009381,0.063789869,0.013133208,0.030018762,0.080675422,0.075046904,0.037523452,0.08630394,0.013133208,0.033771107,0.024390244,0.018761726,0.022514071,0.011257036,0.028142589,0,0.001876173,0,0,0.003752345,0.028142589,0,0.011257036,0.039399625,0.020637899,0.024390244,0,0,0,0,0,0.015009381,0.001876173,0.001876173,0.003752345,0.003752345,0.024390244,0,0.011257036,0.058161351,0,0.016885553,0.011257036,0.018761726,0.009380863,0.003752345,0.003752345,0.026266417,0,0,0.015009381,0.00750469,0.003752345,0.005628518,0.001876173,0.005628518
Ehrlichia,0.014755959,0.024971623,0.01816118,0.031782066,0.010215664,0.030646992,0.030646992,0.035187287,0.023836549,0.046538025,0.03291714,0.030646992,0.027241771,0.023836549,0.019296254,0.020431328,0.040862656,0.003405221,0.003405221,0.002270148,0.003405221,0.004540295,0.028376844,0.003405221,0.017026107,0.046538025,0.011350738,0.034052213,0.002270148,0.001135074,0.004540295,0.002270148,0,0.015891033,0.001135074,0.002270148,0.004540295,0.014755959,0.036322361,0,0.014755959,0.079455165,0.00908059,0.027241771,0.028376844,0.040862656,0.010215664,0.006810443,0.005675369,0.037457435,0.002270148,0.003405221,0.006810443,0.004540295,0.001135074,0.002270148,0.003405221,0.011350738
Rickettsia,0.02571295,0.037868163,0.009350164,0.043945769,0.016830295,0.041608228,0.064516129,0.075268817,0.038803179,0.072931276,0.026180458,0.027582983,0.024310425,0.021972885,0.021972885,0.010752688,0.027582983,0.002805049,0.002337541,0.003272557,0.001870033,0.003740065,0.027115475,0.003272557,0.008415147,0.036933146,0.017765311,0.026647966,0.001402525,0.000467508,0.000935016,0.002805049,0,0.009350164,0,0.000935016,0.001402525,0.006545115,0.027582983,0.001870033,0.010752688,0.057035998,0.004675082,0.017765311,0.021505376,0.027115475,0.007012623,0.00514259,0.007012623,0.033660589,0.000935016,0.003740065,0.007012623,0.004675082,0.001402525,0.001402525,0.002805049,0.011687705
Orientia,0.030418251,0.015209125,0.015209125,0.041825095,0.015209125,0.045627376,0.060836502,0.076045627,0.060836502,0.053231939,0.02661597,0.041825095,0.022813688,0.02661597,0.019011407,0.007604563,0.011406844,0.003802281,0,0,0,0,0.022813688,0,0.007604563,0.038022814,0.015209125,0.02661597,0.003802281,0,0,0.003802281,0,0.003802281,0,0,0,0.003802281,0.030418251,0,0.015209125,0.064638783,0.007604563,0.02661597,0.02661597,0.015209125,0.011406844,0.011406844,0.015209125,0.034220532,0,0,0.007604563,0.003802281,0,0.003802281,0.011406844,0.015209125
Chlamydia,0.013303769,0.013303769,0.015521064,0.044345898,0.022172949,0.046563193,0.031042129,0.075388027,0.026607539,0.046563193,0.039911308,0.024390244,0.039911308,0.017738359,0.037694013,0.017738359,0.024390244,0.00443459,0.00443459,0.002217295,0.002217295,0.00443459,0.022172949,0.002217295,0.015521064,0.035476718,0.017738359,0.048780488,0.00443459,0.002217295,0,0.00443459,0,0.026607539,0,0.002217295,0,0.00886918,0.024390244,0,0.006651885,0.075388027,0.00886918,0.015521064,0.024390244,0.011086475,0.011086475,0.002217295,0.00443459,0.024390244,0.002217295,0.002217295,0.013303769,0.015521064,0.00443459,0,0.00443459,0.00443459
Bacteroides,0.021204411,0.029686175,0.014418999,0.034775233,0.027989822,0.026293469,0.050042409,0.074639525,0.029686175,0.061068702,0.027141645,0.037319763,0.026293469,0.02374894,0.024597116,0.010178117,0.030534351,0,0,0.002544529,0.004240882,0,0.033927057,0.002544529,0.008481764,0.044105174,0.012722646,0.025445293,0.001696353,0,0.003392706,0.005089059,0.000848176,0.033927057,0,0.002544529,0,0.010178117,0.025445293,0.001696353,0.01187447,0.057675997,0.003392706,0.018659881,0.027141645,0.03307888,0.006785411,0.007633588,0.005089059,0.025445293,0.001696353,0,0.012722646,0.006785411,0.002544529,0,0.002544529,0.008481764
Parabacteroides,0.023041475,0.02764977,0.004608295,0.023041475,0.032258065,0.041474654,0.050691244,0.069124424,0.023041475,0.055299539,0.01843318,0.032258065,0.023041475,0.036866359,0.023041475,0.004608295,0.036866359,0,0,0.004608295,0.00921659,0.004608295,0.023041475,0,0.01843318,0.055299539,0.023041475,0.01843318,0,0,0,0.004608295,0,0.02764977,0,0,0.004608295,0.00921659,0.00921659,0,0.00921659,0.101382488,0.00921659,0.023041475,0.004608295,0.036866359,0,0.00921659,0.004608295,0.023041475,0,0.004608295,0.00921659,0.013824885,0,0,0,0.013824885
Campylobacter,0.031476998,0.033898305,0.014527845,0.04842615,0.024213075,0.026634383,0.03874092,0.05811138,0.024213075,0.060532688,0.024213075,0.02905569,0.026634383,0.026634383,0.026634383,0.007263923,0.026634383,0.002421308,0.00968523,0,0.007263923,0.004842615,0.036319613,0,0.00968523,0.031476998,0.026634383,0.031476998,0.002421308,0,0,0.012106538,0,0.02905569,0,0.002421308,0.004842615,0.004842615,0.041162228,0,0.00968523,0.050847458,0.007263923,0.02905569,0.016949153,0.016949153,0.004842615,0.007263923,0.004842615,0.036319613,0,0,0.014527845,0.004842615,0,0,0.007263923,0.004842615
Sebaldella,0.024291498,0.008097166,0.020242915,0.04048583,0.008097166,0.020242915,0.04048583,0.064777328,0.028340081,0.072874494,0.032388664,0.052631579,0.04048583,0.048582996,0.024291498,0.012145749,0.012145749,0.004048583,0.004048583,0,0,0,0.04048583,0.004048583,0.016194332,0.028340081,0.004048583,0.032388664,0.008097166,0,0,0,0,0.036437247,0,0,0.008097166,0,0.032388664,0,0.004048583,0.052631579,0.008097166,0.032388664,0.016194332,0.028340081,0.012145749,0.012145749,0.008097166,0.036437247,0,0,0.004048583,0,0,0.004048583,0.004048583,0.008097166
Butyrivibrio,0.028708134,0.0215311,0.019138756,0.023923445,0.016746411,0.026315789,0.038277512,0.064593301,0.014354067,0.038277512,0.033492823,0.0215311,0.028708134,0.031100478,0.023923445,0.016746411,0.0215311,0.007177033,0,0,0,0,0.035885167,0,0.026315789,0.062200957,0.011961722,0.035885167,0,0,0,0.007177033,0,0.0215311,0,0.002392344,0,0.011961722,0.040669856,0,0.004784689,0.055023923,0.007177033,0.007177033,0.033492823,0.038277512,0.002392344,0.004784689,0.007177033,0.038277512,0,0.011961722,0.011961722,0.009569378,0,0.004784689,0.014354067,0.016746411
Fibrobacter,0.030395137,0.018237082,0.010638298,0.034954407,0.024316109,0.025835866,0.034954407,0.066869301,0.037993921,0.039513678,0.021276596,0.039513678,0.03343465,0.027355623,0.031914894,0.012158055,0.02887538,0.001519757,0,0.001519757,0.003039514,0.006079027,0.019756839,0.003039514,0.018237082,0.050151976,0.013677812,0.041033435,0,0,0.001519757,0.003039514,0,0.031914894,0.003039514,0.001519757,0.001519757,0.009118541,0.024316109,0.001519757,0.007598784,0.054711246,0.004559271,0.013677812,0.021276596,0.036474164,0.013677812,0.006079027,0.010638298,0.034954407,0.003039514,0.007598784,0.006079027,0.013677812,0,0,0.001519757,0.010638298
Porphyromonas,0.037037037,0.013888889,0.018518519,0.016203704,0.018518519,0.023148148,0.020833333,0.060185185,0.018518519,0.060185185,0.023148148,0.034722222,0.034722222,0.041666667,0.032407407,0.016203704,0.027777778,0.002314815,0.006944444,0,0.002314815,0.00462963,0.032407407,0,0.006944444,0.041666667,0.018518519,0.025462963,0,0,0,0.006944444,0,0.030092593,0,0.00462963,0.009259259,0.011574074,0.018518519,0.002314815,0.009259259,0.074074074,0.00462963,0.011574074,0.034722222,0.034722222,0.006944444,0.011574074,0.013888889,0.027777778,0.002314815,0,0.011574074,0.011574074,0,0.009259259,0.00462963,0.009259259
Prevotella,0.024154589,0.017713366,0.009661836,0.028985507,0.020933977,0.025764895,0.037037037,0.053140097,0.025764895,0.057971014,0.025764895,0.046698873,0.030595813,0.024154589,0.030595813,0.01610306,0.028985507,0.003220612,0.003220612,0,0.001610306,0.004830918,0.033816425,0.001610306,0.017713366,0.038647343,0.011272142,0.035426731,0.001610306,0,0.001610306,0.001610306,0,0.025764895,0,0.001610306,0.001610306,0.014492754,0.027375201,0,0.006441224,0.080515298,0.003220612,0.035426731,0.027375201,0.025764895,0.00805153,0.009661836,0.00805153,0.032206119,0,0.004830918,0.00805153,0.00805153,0.001610306,0,0.004830918,0.004830918
Roseburia,0.039443155,0.018561485,0.016241299,0.039443155,0.018561485,0.025522042,0.041763341,0.067285383,0.030162413,0.055684455,0.025522042,0.034802784,0.032482599,0.016241299,0.03712297,0.002320186,0.025522042,0.002320186,0.004640371,0.002320186,0.004640371,0.004640371,0.030162413,0.004640371,0.009280742,0.064965197,0.016241299,0.018561485,0,0,0,0.002320186,0,0.025522042,0.002320186,0,0.002320186,0.011600928,0.025522042,0,0.006960557,0.067285383,0.002320186,0.032482599,0.03712297,0.03712297,0.004640371,0.004640371,0.004640371,0.011600928,0,0.006960557,0.013921114,0,0.004640371,0,0,0.006960557
Wolinella,0.023474178,0.025821596,0.018779343,0.046948357,0.007042254,0.023474178,0.030516432,0.037558685,0.021126761,0.070422535,0.014084507,0.03286385,0.046948357,0.044600939,0.035211268,0.016431925,0.030516432,0.004694836,0.004694836,0,0.002347418,0.004694836,0.009389671,0,0.018779343,0.051643192,0.03286385,0.044600939,0,0,0,0.002347418,0.002347418,0.023474178,0,0.004694836,0.004694836,0.002347418,0.023474178,0,0.009389671,0.079812207,0,0.014084507,0.025821596,0.023474178,0.009389671,0.002347418,0.016431925,0.021126761,0.002347418,0,0.004694836,0.011737089,0,0,0.002347418,0.014084507
Oxalobacter,0.028169014,0.018779343,0.021126761,0.042253521,0.023474178,0.018779343,0.042253521,0.042253521,0.025821596,0.05399061,0.028169014,0.037558685,0.018779343,0.037558685,0.025821596,0.016431925,0.025821596,0,0.002347418,0.002347418,0.002347418,0.002347418,0.037558685,0.002347418,0.021126761,0.030516432,0.021126761,0.025821596,0.002347418,0,0.002347418,0.007042254,0,0.011737089,0,0,0.002347418,0.007042254,0.03286385,0,0.018779343,0.068075117,0.004694836,0.030516432,0.03286385,0.021126761,0.011737089,0.007042254,0.016431925,0.030516432,0.004694836,0.002347418,0.004694836,0.004694836,0.002347418,0,0.007042254,0.011737089
Fusobacterium,0.029146141,0.020935961,0.016420361,0.026683087,0.021756979,0.034893268,0.039819376,0.057060755,0.024630542,0.052134647,0.02545156,0.035303777,0.033661741,0.030788177,0.031609195,0.014778325,0.028735632,0.001231527,0.002052545,0.002463054,0.002873563,0.00410509,0.029146141,0.003284072,0.016420361,0.048029557,0.016009852,0.029967159,0.001231527,0.000410509,0.001231527,0.004515599,0.000410509,0.022577997,0.001642036,0.002052545,0.001231527,0.012315271,0.022988506,0.000821018,0.009852217,0.074712644,0.006157635,0.027093596,0.018472906,0.025862069,0.005747126,0.002463054,0.00862069,0.030788177,0.000821018,0.002463054,0.012315271,0.006978654,0.000821018,0.001642036,0.00410509,0.010262726
Faecalibacterium,0.024875622,0.014925373,0.019900498,0.039800995,0.034825871,0.019900498,0.034825871,0.07960199,0.034825871,0.054726368,0.039800995,0.034825871,0.034825871,0.039800995,0.014925373,0.004975124,0.014925373,0,0.004975124,0,0.009950249,0,0.044776119,0.004975124,0.014925373,0.049751244,0.029850746,0.029850746,0.004975124,0,0,0,0,0.029850746,0,0.004975124,0,0.004975124,0.014925373,0,0.009950249,0.059701493,0,0.014925373,0.009950249,0.039800995,0,0.004975124,0.009950249,0.024875622,0.004975124,0,0.014925373,0,0,0,0.004975124,0.009950249
Syntrophomonas,0.024444444,0.031111111,0.024444444,0.024444444,0.024444444,0.022222222,0.037777778,0.073333333,0.026666667,0.033333333,0.026666667,0.033333333,0.035555556,0.046666667,0.037777778,0.013333333,0.015555556,0.002222222,0,0.002222222,0,0.002222222,0.037777778,0.002222222,0.026666667,0.035555556,0.022222222,0.015555556,0.004444444,0,0,0.002222222,0,0.017777778,0.002222222,0,0,0.011111111,0.017777778,0,0.011111111,0.064444444,0.013333333,0.024444444,0.017777778,0.026666667,0.006666667,0.006666667,0.004444444,0.028888889,0,0.008888889,0.015555556,0.008888889,0,0.006666667,0.004444444,0.017777778
Pectinatus,0.034912718,0.029925187,0.004987531,0.034912718,0.027431421,0.034912718,0.039900249,0.044887781,0.012468828,0.044887781,0.019950125,0.034912718,0.034912718,0.037406484,0.024937656,0.004987531,0.037406484,0.004987531,0.002493766,0.002493766,0,0.009975062,0.019950125,0.002493766,0.019950125,0.049875312,0.014962594,0.024937656,0,0,0,0.004987531,0,0.019950125,0,0.002493766,0.004987531,0.012468828,0.029925187,0,0.012468828,0.069825436,0.007481297,0.019950125,0.019950125,0.037406484,0.009975062,0.007481297,0.004987531,0.027431421,0.002493766,0.002493766,0.012468828,0.017456359,0,0.004987531,0.004987531,0.007481297
Ruminobacter,0.00973236,0.01946472,0.0243309,0.03892944,0.01459854,0.0243309,0.0243309,0.053527981,0.02676399,0.0486618,0.04136253,0.03163017,0.03649635,0.04622871,0.0243309,0.01216545,0.02676399,0.00486618,0.00243309,0,0.00486618,0.00243309,0.02676399,0,0.01216545,0.03406326,0.02919708,0.0243309,0.00243309,0,0.00243309,0.00243309,0,0.00729927,0.00243309,0.00243309,0,0.01216545,0.0243309,0,0.00729927,0.077858881,0.00486618,0.03892944,0.03163017,0.03649635,0.00243309,0.00486618,0.01216545,0.02919708,0.00243309,0.00973236,0.02189781,0.00243309,0,0.00243309,0.00243309,0.01216545
Dichelobacter,0.02905569,0.024213075,0.00968523,0.01937046,0.021791768,0.02905569,0.046004843,0.033898305,0.012106538,0.050847458,0.031476998,0.031476998,0.043583535,0.01937046,0.026634383,0.021791768,0.02905569,0.002421308,0.004842615,0.004842615,0.002421308,0.004842615,0.043583535,0.002421308,0.007263923,0.05811138,0.00968523,0.03874092,0.002421308,0.002421308,0,0.004842615,0,0.02905569,0,0,0.002421308,0.00968523,0.026634383,0,0.01937046,0.07748184,0.004842615,0.026634383,0.021791768,0.026634383,0.004842615,0.004842615,0.007263923,0.01937046,0,0.007263923,0.004842615,0.012106538,0,0.002421308,0.007263923,0.016949153
Desulfocurvibacter,0.021505376,0.02688172,0.010752688,0.037634409,0.02688172,0.032258065,0.048387097,0.043010753,0.021505376,0.037634409,0.02688172,0.02688172,0.048387097,0.010752688,0.021505376,0.016129032,0.010752688,0,0,0,0,0.010752688,0.021505376,0,0.016129032,0.064516129,0.016129032,0.048387097,0.005376344,0,0,0,0,0.021505376,0,0,0.005376344,0.010752688,0.016129032,0,0.021505376,0.096774194,0.005376344,0.005376344,0.032258065,0.048387097,0.010752688,0,0.016129032,0.021505376,0,0,0,0.010752688,0,0,0.005376344,0.021505376
Desulfovibrio,0.020094057,0.020949124,0.019666524,0.026079521,0.029927319,0.032492518,0.028217187,0.041470714,0.024796922,0.039333048,0.02180419,0.044463446,0.03676785,0.028217187,0.026507054,0.017528858,0.02864472,0.005130398,0.002137666,0.002137666,0.003847798,0.001710133,0.035912783,0.002992732,0.012398461,0.047883711,0.021376657,0.042753313,0.001282599,0,0.001282599,0.003847798,0.000855066,0.013253527,0.001710133,0.001710133,0.001710133,0.010688328,0.023086789,0.001282599,0.013253527,0.073108166,0.004275331,0.029072253,0.025224455,0.029072253,0.009833262,0.00812313,0.006412997,0.032920051,0.001710133,0.004702864,0.011115861,0.009405729,0.001710133,0.001710133,0.001282599,0.011115861
Desulfobotulus,0.030150754,0.015075377,0.010050251,0.030150754,0.015075377,0.025125628,0.020100503,0.025125628,0.030150754,0.070351759,0.035175879,0.020100503,0.020100503,0.050251256,0.035175879,0.010050251,0.015075377,0.005025126,0,0.005025126,0.005025126,0,0.035175879,0,0.010050251,0.035175879,0.010050251,0.045226131,0,0,0,0,0,0.020100503,0,0,0,0.020100503,0.040201005,0,0.015075377,0.095477387,0.010050251,0.010050251,0.035175879,0.035175879,0.010050251,0.015075377,0.015075377,0.030150754,0,0.010050251,0.015075377,0,0.005025126,0,0,0.010050251
Desulfuromonas,0.029310345,0.020689655,0.012068966,0.024137931,0.031034483,0.031034483,0.015517241,0.055172414,0.029310345,0.032758621,0.032758621,0.043103448,0.032758621,0.044827586,0.036206897,0.010344828,0.020689655,0.001724138,0,0.001724138,0.003448276,0,0.031034483,0.001724138,0.010344828,0.043103448,0.025862069,0.031034483,0,0,0,0.001724138,0.001724138,0.010344828,0,0.001724138,0,0.00862069,0.044827586,0,0.015517241,0.072413793,0.001724138,0.020689655,0.017241379,0.027586207,0.005172414,0.006896552,0.012068966,0.034482759,0.001724138,0.005172414,0.020689655,0.001724138,0,0.003448276,0.005172414,0.027586207
Desulfobulbus,0.025089606,0.017921147,0.014336918,0.034050179,0.02688172,0.014336918,0.03046595,0.053763441,0.021505376,0.02688172,0.021505376,0.035842294,0.03046595,0.034050179,0.03046595,0.017921147,0.02688172,0,0.001792115,0.003584229,0.001792115,0.001792115,0.025089606,0.007168459,0.017921147,0.055555556,0.014336918,0.037634409,0,0,0.001792115,0.005376344,0,0.016129032,0,0.005376344,0,0.008960573,0.034050179,0,0.012544803,0.107526882,0.005376344,0.025089606,0.025089606,0.046594982,0.010752688,0.003584229,0.008960573,0.019713262,0.003584229,0.005376344,0.008960573,0.007168459,0.003584229,0.003584229,0.001792115,0
Desulfococcus,0.029810298,0.01897019,0.008130081,0.016260163,0.008130081,0.032520325,0.035230352,0.075880759,0.013550136,0.037940379,0.037940379,0.024390244,0.032520325,0.01897019,0.035230352,0.013550136,0.037940379,0,0.005420054,0,0.005420054,0,0.035230352,0.008130081,0.010840108,0.040650407,0.01897019,0.046070461,0.002710027,0.005420054,0,0.008130081,0.002710027,0.005420054,0.002710027,0,0.005420054,0.002710027,0.016260163,0,0.021680217,0.078590786,0.002710027,0.027100271,0.024390244,0.043360434,0.002710027,0.008130081,0.002710027,0.032520325,0.005420054,0.002710027,0.024390244,0.008130081,0,0.002710027,0.005420054,0.008130081
Desulfomicrobium,0.031088083,0.020725389,0.012953368,0.023316062,0.012953368,0.018134715,0.028497409,0.051813472,0.015544041,0.033678756,0.033678756,0.015544041,0.054404145,0.051813472,0.015544041,0.023316062,0.044041451,0.002590674,0.010362694,0,0.015544041,0.002590674,0.023316062,0.002590674,0.012953368,0.049222798,0.018134715,0.023316062,0.005181347,0.002590674,0,0.012953368,0,0.010362694,0,0.002590674,0,0.005181347,0.023316062,0,0.005181347,0.085492228,0,0.020725389,0.033678756,0.038860104,0.005181347,0.010362694,0.007772021,0.025906736,0.002590674,0,0.015544041,0.012953368,0,0,0.007772021,0.018134715
Acidaminococcus,0.024691358,0.009876543,0.012345679,0.019753086,0.022222222,0.012345679,0.034567901,0.022222222,0.02962963,0.061728395,0.037037037,0.032098765,0.037037037,0.041975309,0.019753086,0.014814815,0.032098765,0.004938272,0.002469136,0.002469136,0.007407407,0.002469136,0.032098765,0.004938272,0.019753086,0.061728395,0.019753086,0.024691358,0,0,0,0.002469136,0,0.012345679,0,0,0,0.017283951,0.041975309,0,0.017283951,0.101234568,0,0.019753086,0.024691358,0.034567901,0.004938272,0,0.009876543,0.02962963,0,0,0.014814815,0,0,0.002469136,0.007407407,0.012345679
