Genus,OTUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,IA1,IA2,IA3,IA4,IA5,IA18,IA19,IA20,IA21,IA22,IA24,IA25,IA27,IA29,IA30,IA35,IA37,IA39,IA40,IA41,IA42,IA43,IA44,IA45,IA46,IS6,IS7,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS17,IS50,IS23,IS28,IS31,IS32,IS33,IS34,IS36,IS38,IS47,IS48
Actinomyces,1659,0.027696405,0.023834887,0.033155792,0.003462051,0.021304927,0.008921438,0.004394141,0.00159787,0.000266312,0.003195739,0.035685752,0.030359521,0.054327563,0.029560586,0.030625832,0.025565912,0.042876165,0.00159787,0.002796272,0.00412783,0.00758988,0.003728362,0.030492676,0.007456724,0.010918775,0.035019973,0.019707057,0.029560586,0.001464714,0.002396804,0.002663116,0.003994674,0.000399467,0.050599201,0.003328895,0.003062583,0.001464714,0.011584554,0.032623169,0.000932091,0.01171771,0.039147803,0.006125166,0.042609854,0.038348868,0.132889481,0.010519308,0.003195739,0.008255659,0.021038615,0.002263648,0.004260985,0.011051931,0.008255659,0.001731025,0.001198402,0.003195739,0.009853529
Schaalia,1660,0.03201397,0.021536671,0.029103609,0.00523865,0.019208382,0.012223516,0,0.002328289,0.001164144,0.000582072,0.037252619,0.031431898,0.059953434,0.031431898,0.034924331,0.024447031,0.037252619,0.003492433,0.000582072,0.006984866,0.009313155,0.002910361,0.026193248,0.006402794,0.010477299,0.031431898,0.018044237,0.029103609,0.000582072,0.002910361,0.003492433,0.007566938,0,0.050640279,0.000582072,0.003492433,0.001746217,0.009895227,0.02677532,0.000582072,0.008731083,0.042491269,0.002328289,0.047147846,0.044819558,0.138533178,0.004656577,0.003492433,0.006402794,0.02677532,0.001746217,0.003492433,0.012805588,0.005820722,0.001164144,0.001746217,0.002910361,0.011641444
Trueperella,1661,0.028683915,0.026996625,0.034308211,0.004499438,0.020247469,0.007874016,0.002812148,0.001124859,0.00056243,0.004499438,0.032058493,0.029808774,0.053430821,0.026434196,0.028121485,0.030371204,0.033183352,0.001687289,0.003374578,0.003937008,0.006186727,0.002249719,0.031496063,0.004499438,0.014623172,0.038807649,0.021934758,0.030371204,0.001687289,0,0.001687289,0.003937008,0,0.048931384,0.004499438,0.001687289,0.00056243,0.012935883,0.032058493,0.00056243,0.011811024,0.044431946,0.012935883,0.044431946,0.041619798,0.125984252,0.008436445,0.001687289,0.011248594,0.027559055,0.002249719,0.002812148,0.005061867,0.006749156,0.001687289,0.001687289,0.002812148,0.014060742
Rhizobium,1673,0.031531532,0.013860014,0.038808039,0.004158004,0.027373527,0.009009009,0.001386001,0.002425502,0,0.001732502,0.036382536,0.031531532,0.056826057,0.024948025,0.029452529,0.033610534,0.040887041,0.001386001,0.002772003,0.004504505,0.007969508,0.005197505,0.039154539,0.006583507,0.011434511,0.037768538,0.021483021,0.030838531,0.001732502,0.001386001,0.002425502,0.005890506,0.001039501,0.051975052,0.004851005,0.002772003,0.002425502,0.01039501,0.027027027,0.0003465,0.006930007,0.031531532,0.004504505,0.048510049,0.041233541,0.117463617,0.012127512,0.002772003,0.006237006,0.029106029,0.000693001,0.002425502,0.010741511,0.003465003,0.001732502,0.001732502,0.001039501,0.012474012
Pseudarthrobacter,1676,0.026082328,0.020227111,0.038147622,0.004613201,0.021291696,0.007274663,0.00212917,0.001242016,0.000177431,0.002661462,0.038147622,0.029630944,0.060149042,0.03087296,0.032824698,0.027501774,0.034066714,0.0023066,0.002484031,0.005145493,0.008339248,0.002661462,0.03317956,0.008516678,0.010290987,0.034953868,0.021823989,0.030518098,0.001596877,0.001951739,0.003548616,0.003903478,0.000177431,0.052874379,0.002661462,0.004258339,0.001596877,0.009226402,0.029276082,0.000354862,0.01100071,0.03548616,0.005145493,0.048793471,0.048438609,0.11515259,0.011533002,0.004613201,0.008161817,0.027856636,0.001242016,0.003016324,0.009048971,0.005677786,0.001774308,0.001774308,0.001774308,0.010823279
Arthrobacter,1677,0.030631679,0.017193948,0.033805946,0.004073643,0.022272775,0.009046662,0.001957465,0.001798751,0.00047614,0.002645223,0.038620252,0.032589144,0.055179346,0.031266533,0.031372342,0.027404507,0.037826685,0.001587134,0.002909745,0.004602688,0.007776955,0.003227172,0.031689768,0.007036292,0.011109935,0.038726061,0.020103693,0.032853666,0.001957465,0.001851656,0.003491694,0.003597503,0.000211618,0.051846365,0.002856841,0.004126547,0.001851656,0.012432547,0.029785208,0.000370331,0.008623426,0.03491694,0.005872394,0.04846048,0.042535181,0.12220929,0.011109935,0.00439107,0.008411808,0.022854724,0.001163898,0.00343879,0.009628611,0.006824675,0.000687758,0.001534229,0.002645223,0.010527986
Bifidobacterium,1695,0.029471116,0.016211964,0.035467947,0.004685736,0.022106187,0.009268866,0.002188957,0.001493507,0.000239417,0.002530982,0.035331137,0.02883267,0.062921118,0.031511863,0.033997241,0.028502046,0.039891464,0.001846933,0.002337168,0.004560327,0.007832362,0.002907209,0.033461403,0.006749285,0.011343814,0.044805217,0.022402609,0.036870247,0.00167592,0.001550511,0.002850205,0.0041841,0.000399029,0.055841209,0.00347725,0.004298109,0.001630317,0.010180931,0.036049388,0.000524438,0.008710225,0.030759409,0.004959356,0.048761301,0.043608131,0.091685383,0.010682567,0.004389315,0.009736299,0.026358693,0.00111728,0.00347725,0.010329142,0.007182516,0.001789929,0.001755726,0.002656391,0.00961089
Brevibacterium,1704,0.026594387,0.010704535,0.031072614,0.00422289,0.021310864,0.008799324,0.002160548,0.00145346,9.82E-05,0.002376603,0.032290378,0.026967572,0.076778033,0.034254513,0.034038458,0.025710526,0.04586255,0.002101624,0.002553375,0.005008544,0.007601202,0.003162257,0.036631116,0.005028185,0.012943649,0.049633689,0.023864239,0.040029069,0.001237405,0.001649873,0.002140907,0.003869346,0.000235696,0.046333942,0.002415886,0.004085401,0.001964135,0.010370632,0.039400546,0.000392827,0.00976175,0.029638796,0.00451751,0.053463752,0.051421052,0.070826704,0.010763459,0.00392827,0.010115295,0.02810677,0.001473101,0.004046118,0.011293776,0.007581561,0.001905211,0.001571308,0.002415886,0.009820674
Cellulosimicrobium,1710,0.024171738,0.006254226,0.025524003,0.003127113,0.020368492,0.008451657,0.001859364,0.002112914,0.000169033,0.002112914,0.030172414,0.021213658,0.081135903,0.039553753,0.029580798,0.026115619,0.050794456,0.001859364,0.002028398,0.004648411,0.006254226,0.003887762,0.042089249,0.003718729,0.015043949,0.054935767,0.026538201,0.041075051,0.001521298,0.000845166,0.002112914,0.00295808,0.000507099,0.039300203,0.002620014,0.002789047,0.001436782,0.012508452,0.041920216,0.000507099,0.009803922,0.032116295,0.003549696,0.057555781,0.053752535,0.059668695,0.009550372,0.004986477,0.010057471,0.032031778,0.002028398,0.004394861,0.013691684,0.007606491,0.001605815,0.002197431,0.001859364,0.009719405
Oerskovia,1713,0.021347464,0.006056018,0.021574565,0.004617714,0.018243755,0.008629826,0.002422407,0.001211204,0,0.002119606,0.02672218,0.020666162,0.08349735,0.036941711,0.034367903,0.024981075,0.053141559,0.001286904,0.002952309,0.005071915,0.005299016,0.002725208,0.042392127,0.003860712,0.012944739,0.058213475,0.022634368,0.045647237,0.001741105,0.000908403,0.001286904,0.002573808,0.000378501,0.034746404,0.001514005,0.003028009,0.001741105,0.012036336,0.041710825,0.000605602,0.010446631,0.033156699,0.004542014,0.05654807,0.056320969,0.063588191,0.008554126,0.005904618,0.010825132,0.033989402,0.001286904,0.00317941,0.013853142,0.008402725,0.002119606,0.002119606,0.003028009,0.010295231
Cellulomonas,1714,0.022735203,0.006727052,0.0237959,0.004326527,0.021158114,0.00983936,0.001939959,0.001423567,0.000195392,0.001842263,0.027606035,0.024242509,0.081534103,0.038673571,0.032002345,0.025121771,0.050103976,0.001870176,0.002386568,0.004815006,0.006838704,0.0036287,0.042092923,0.004173005,0.013942583,0.054709634,0.025540467,0.043823534,0.001074654,0.001060697,0.002191177,0.003363526,0.000348913,0.037612874,0.001898089,0.003531004,0.001730611,0.011067536,0.041925444,0.000348913,0.009895186,0.032602476,0.00439631,0.055770331,0.053551241,0.061939122,0.008778663,0.004494006,0.010746535,0.031248692,0.001242132,0.004452136,0.01274232,0.008485576,0.00181435,0.002135351,0.002609873,0.009853317
Corynebacterium,1727,0.020928189,0.006510105,0.020768432,0.00337487,0.021487339,0.008407221,0.001976995,0.001178209,0.000119818,0.002136752,0.022485822,0.021726975,0.081176612,0.040238837,0.029395319,0.021886732,0.05701334,0.001837207,0.002596054,0.003594536,0.005571531,0.004213595,0.044053039,0.004133717,0.014278297,0.056893522,0.023684,0.043513859,0.001517693,0.000978513,0.001497723,0.003794233,0.000199696,0.034247943,0.002136752,0.003314961,0.001417845,0.012121575,0.044053039,0.000299545,0.010783609,0.035745667,0.004153686,0.052939532,0.055615464,0.066079559,0.008127646,0.005391804,0.010983305,0.033728732,0.001278057,0.004253535,0.013359693,0.008866523,0.002196661,0.002176691,0.002695902,0.010863487
Peptoclostridium,1731,0.016136712,0.001111052,0.011851225,0.003756415,0.019469869,0.008041903,0.001587218,0.001375589,0,0.001851754,0.015290196,0.016454156,0.081053912,0.048092694,0.024443151,0.020051849,0.068038728,0.001851754,0.001745939,0.003544786,0.004073859,0.004073859,0.057615999,0.003015713,0.018676261,0.059361939,0.023755357,0.040368234,0.001216867,0.000952331,0.000899423,0.002592455,0.000423258,0.022961748,0.000899423,0.002592455,0.002063383,0.014390773,0.04930956,0.000264536,0.012856463,0.043860113,0.005026189,0.046664198,0.057668906,0.062271837,0.007142479,0.007354108,0.012115761,0.038569388,0.001428496,0.004602931,0.014390773,0.011427967,0.002486641,0.002539548,0.002645363,0.011692503
Holdemanella,1735,0.014403187,0.000970427,0.0096532,0.002911282,0.017008019,0.006486542,0.00188978,0.001123653,5.11E-05,0.001276878,0.010827928,0.016650493,0.073292814,0.047704173,0.022677358,0.018795648,0.073394964,0.00199193,0.001838705,0.003268808,0.002860207,0.005413964,0.058021349,0.002604832,0.019204249,0.057919199,0.024362838,0.040860105,0.001838705,0.000715052,0.000612902,0.002502681,0.000459676,0.01940855,0.001174728,0.002502681,0.001430104,0.016446192,0.050411155,0.000255376,0.014556412,0.049185352,0.006486542,0.045712243,0.060677256,0.067827775,0.006129016,0.006946218,0.010776853,0.043413862,0.000970427,0.00597579,0.013790286,0.012513407,0.002604832,0.002349456,0.003370959,0.011491905
Eubacterium,1736,0.013385013,0.00124031,0.009302326,0.003178295,0.018268734,0.006692506,0.001627907,0.001085271,0,0.001550388,0.013074935,0.016434109,0.074599483,0.051937984,0.021912145,0.017390181,0.073901809,0.001912145,0.002170543,0.002790698,0.004005168,0.004857881,0.058501292,0.00255814,0.018914729,0.058242894,0.022299742,0.040801034,0.001369509,0.000852713,0.000620155,0.002248062,0.000361757,0.021085271,0.001421189,0.002403101,0.001937984,0.014263566,0.050620155,0.000361757,0.013927649,0.048268734,0.006149871,0.047105943,0.059793282,0.066563307,0.006537468,0.007286822,0.012093023,0.040490956,0.00118863,0.006098191,0.014056848,0.01121447,0.002428941,0.002894057,0.002609819,0.011111111
Paeniclostridium,1737,0.013110786,0.001260653,0.008320307,0.002622157,0.017296152,0.005294741,0.001462357,0.001210226,5.04E-05,0.001664061,0.010186072,0.014169734,0.073924663,0.053602945,0.021431093,0.017144874,0.070899097,0.00181534,0.002117896,0.003378549,0.003580253,0.004336645,0.062477939,0.002420453,0.019111492,0.057536181,0.023548989,0.038727245,0.001764914,0.000352983,0.000504261,0.002470879,0.000302557,0.019514901,0.001109374,0.002117896,0.002017044,0.016892744,0.056225102,0.000403409,0.013463769,0.054762745,0.006000706,0.044122838,0.060057486,0.064696687,0.005446019,0.009227976,0.012102264,0.042307498,0.00090767,0.005093036,0.016590187,0.010337351,0.002622157,0.002269175,0.003075992,0.010539055
Thermodesulfobacterium,1740,0.012179927,0.000864546,0.007170646,0.002669921,0.016400946,0.005085565,0.001423958,0.000686551,0.000127139,0.001423958,0.010374552,0.014671854,0.068985684,0.052991583,0.01950314,0.017646909,0.078215984,0.002059654,0.001805375,0.002975055,0.003102194,0.006000966,0.06273044,0.002263076,0.019630279,0.058560277,0.021079665,0.038980853,0.001830803,0.000635696,0.000559412,0.002491927,0.000406845,0.018969156,0.001042541,0.002212221,0.001601953,0.017494342,0.053373001,0.000305134,0.015154983,0.053169578,0.005670405,0.043913851,0.058000865,0.068756834,0.005975538,0.008086048,0.012205355,0.04310016,0.001245963,0.005848399,0.015739823,0.011696799,0.002746205,0.002949627,0.003229334,0.011976505
Propionibacterium,1743,0.010136438,0.000734524,0.005362029,0.002130121,0.013588703,0.004645867,0.001175239,0.000624346,5.51E-05,0.001009971,0.007877775,0.011605487,0.064638155,0.054409901,0.020217787,0.017224599,0.080522247,0.00194649,0.002056669,0.003580807,0.002736104,0.005802743,0.06531759,0.002056669,0.0210074,0.059514847,0.023908772,0.036671135,0.001432323,0.000477441,0.000936519,0.002277026,0.000312173,0.016471712,0.000936519,0.002350478,0.002038305,0.018693648,0.056870558,0.00029381,0.015388288,0.06006574,0.006867804,0.041170098,0.059459757,0.067410985,0.005104945,0.00938355,0.012027838,0.043061498,0.001083424,0.005710928,0.016490075,0.011972749,0.002625925,0.002699377,0.003085003,0.012744
Cutibacterium,1747,0.01071252,0.000659232,0.0054936,0.00164808,0.013129704,0.004889304,0.001757952,0.000604296,0.000109872,0.000659232,0.006207768,0.010273032,0.063451079,0.053507664,0.02115036,0.017744328,0.086579135,0.00302148,0.002362248,0.003955392,0.00219744,0.00631764,0.067186727,0.002307312,0.022908312,0.055375488,0.02252376,0.034389936,0.00219744,0.000659232,0.000659232,0.002252376,0.000439488,0.01703016,0.001208592,0.002417184,0.001977696,0.020106576,0.055320552,0.00027468,0.016590672,0.056254464,0.006976872,0.040817448,0.057298248,0.070482887,0.005054112,0.008954568,0.011701368,0.044003736,0.00109872,0.00576828,0.016096248,0.01318464,0.00247212,0.0027468,0.002911608,0.011921112
Acidipropionibacterium,1748,0.008522945,0.000957634,0.005343599,0.001915269,0.01220026,0.004366812,0.001015092,0.000746955,3.83E-05,0.001149161,0.006645982,0.009940244,0.065521336,0.052842258,0.020301846,0.016184019,0.085478434,0.002164253,0.00185781,0.002738834,0.002394086,0.005324446,0.064391328,0.001953574,0.021259481,0.058358232,0.021546771,0.03644756,0.00185781,0.000478817,0.000632039,0.002221711,0.000440512,0.014900789,0.00099594,0.002106795,0.002183406,0.019325059,0.057707041,0.000402206,0.016567073,0.060120279,0.007546158,0.039531142,0.061441814,0.070864935,0.005458515,0.009289052,0.013138742,0.042672183,0.001398146,0.005822416,0.015915881,0.012870604,0.003121888,0.002700529,0.003543247,0.013138742
Pseudopropionibacterium,1750,0.009279413,0.000687364,0.004124184,0.002463054,0.013002635,0.004066903,0.000687364,0.000572803,0,0.001031046,0.006759079,0.008935731,0.061461794,0.052411502,0.021537404,0.017527781,0.081452629,0.002634895,0.00177569,0.003608661,0.002864016,0.00521251,0.065127735,0.003093138,0.021308283,0.057853133,0.024172299,0.038836064,0.002119372,0.000801925,0.001145607,0.001832971,0.000801925,0.016554015,0.000859205,0.001832971,0.00171841,0.019818994,0.057624012,0.000400962,0.018157865,0.061690915,0.006759079,0.039408867,0.059170581,0.06942376,0.004525146,0.009050292,0.014205522,0.040955436,0.001317448,0.006529958,0.015064727,0.012601673,0.003665941,0.003150418,0.00355138,0.012773514
Propioniferax,1753,0.009040248,0.000928793,0.004458204,0.001609907,0.010216718,0.004582043,0.000866873,0.000743034,0,0.000743034,0.00619195,0.009102167,0.057089783,0.05374613,0.020185759,0.017770898,0.088482972,0.002167183,0.001671827,0.004024768,0.002291022,0.006625387,0.062786378,0.002662539,0.022229102,0.057151703,0.024210526,0.033993808,0.001919505,0.000495356,0.000433437,0.002414861,0.000371517,0.014860681,0.000804954,0.001547988,0.002167183,0.020557276,0.057151703,0.000619195,0.017213622,0.061362229,0.007244582,0.038390093,0.063219814,0.072321981,0.004520124,0.009721362,0.012755418,0.04377709,0.001424149,0.006068111,0.016780186,0.01380805,0.002724458,0.003467492,0.00247678,0.01380805
Thermoanaerobacter,1754,0.006793207,0.000577201,0.004373404,0.001554002,0.01032301,0.003707404,0.001309801,0.0004218,0.000111,0.000910201,0.005128205,0.008591409,0.058008658,0.051659452,0.021156621,0.017804418,0.084582085,0.002530803,0.001998002,0.003219003,0.002886003,0.005683206,0.068598069,0.002464202,0.022954823,0.056876457,0.024020424,0.036474636,0.001709402,0.0003996,0.000910201,0.002020202,0.0004884,0.013897214,0.000821401,0.002175602,0.002353202,0.02033522,0.05965146,0.000444,0.018581419,0.064979465,0.007370407,0.038916639,0.059385059,0.07026307,0.004839605,0.009013209,0.013786214,0.042801643,0.001243201,0.007303807,0.016383616,0.012720613,0.003285603,0.002553003,0.003596404,0.013053613
