Genus,OTUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,IA1,IA2,IA3,IA4,IA5,IA18,IA19,IA20,IA21,IA22,IA24,IA25,IA27,IA29,IA30,IA35,IA37,IA39,IA40,IA41,IA42,IA43,IA44,IA45,IA46,IS6,IS7,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS17,IS50,IS23,IS28,IS31,IS32,IS33,IS34,IS36,IS38,IS47,IS48
Nocardioides,1839,0.002854007,0.002854007,0.005488474,0.003732162,0.003951701,0.006805708,0.002634468,0.000878156,0,0.001317234,0.003073546,0.001756312,0.009220637,0.018002195,0.019319429,0.021075741,0.022392975,0.009879254,0.007903403,0.00856202,0.009220637,0.013391877,0.081229418,0.010976948,0.059275521,0.01273326,0.037760703,0.065642151,0.00417124,0.001317234,0.00219539,0.004390779,0.001097695,0.016245884,0.003732162,0.005488474,0.003293085,0.037541164,0.043907794,0.000878156,0.036004391,0.045664105,0.021075741,0.005708013,0.028100988,0.040175631,0.00856202,0.024807903,0.037760703,0.037321625,0.005049396,0.018660812,0.041931943,0.029418222,0.00636663,0.008781559,0.00636663,0.032052689
Pseudonocardia,1847,0.002356268,0.003770028,0.003298775,0.004241282,0.003298775,0.004712535,0.000471254,0.001885014,0,0.002827521,0.005183789,0.001413761,0.004712535,0.017907634,0.021677663,0.020735156,0.021677663,0.008953817,0.008953817,0.012252592,0.013195099,0.012252592,0.091423186,0.015080113,0.053722903,0.010838831,0.040527804,0.057021678,0.006126296,0,0.002827521,0.006597549,0.000471254,0.016965127,0.002356268,0.003770028,0.003770028,0.03864279,0.053722903,0,0.037700283,0.041470311,0.022148916,0.004241282,0.026390198,0.040999057,0.009425071,0.027332705,0.03204524,0.034872762,0.006126296,0.016965127,0.041941565,0.033930254,0.005183789,0.006597549,0.004241282,0.028746466
Actinopolyspora,1849,0.001985112,0.005459057,0.003970223,0.008436725,0.004466501,0.005459057,0.004962779,0.000992556,0,0.00248139,0.002977667,0.002977667,0.007940447,0.01191067,0.019354839,0.028287841,0.019851117,0.01191067,0.008436725,0.011414392,0.009925558,0.020347395,0.096774194,0.012903226,0.055086849,0.013895782,0.032754342,0.056079404,0.003473945,0.000992556,0.000496278,0.002977667,0.001488834,0.016873449,0.003970223,0.001488834,0.00248139,0.040198511,0.036228288,0.000992556,0.035235732,0.04516129,0.022332506,0.004466501,0.020347395,0.036228288,0.01191067,0.02133995,0.042183623,0.037220844,0.004466501,0.00942928,0.052109181,0.032258065,0.009925558,0.003970223,0.003970223,0.034739454
Saccharomonospora,1851,0.000505817,0.002529084,0.005563986,0.005058169,0.006069803,0.004552352,0.003034901,0.001517451,0,0.003540718,0.004552352,0.001517451,0.005563986,0.013657056,0.016186141,0.01466869,0.016186141,0.007587253,0.009104704,0.012645422,0.013657056,0.017703591,0.090541224,0.016691958,0.062215478,0.010116338,0.040971168,0.061203844,0.004552352,0.002023268,0.002023268,0.002529084,0.000505817,0.018209408,0.003540718,0.004046535,0.003034901,0.049570056,0.046029337,0.001011634,0.026808295,0.04400607,0.024785028,0.002023268,0.025290845,0.038442084,0.012645422,0.026302479,0.027314112,0.036418816,0.003540718,0.020738493,0.031866464,0.032878098,0.007587253,0.00657562,0.009104704,0.039453718
Frankia,1856,0.00280063,0.002625591,0.004901103,0.004375985,0.00297567,0.007526694,0.001925433,0.001225276,0.000175039,0.001400315,0.004901103,0.002100473,0.009627166,0.01715386,0.018379135,0.021529844,0.017503938,0.009102048,0.009627166,0.009277087,0.011552599,0.014703308,0.086294416,0.013302993,0.060038509,0.010852442,0.036408192,0.064064414,0.002625591,0.001575354,0.00280063,0.003850866,0.000525118,0.015578505,0.003500788,0.003150709,0.00297567,0.037458428,0.044810082,0.000700158,0.030456853,0.044109925,0.020829687,0.005426221,0.022230002,0.039383861,0.010502363,0.025380711,0.037458428,0.040784176,0.002450551,0.018729214,0.045685279,0.027831262,0.007701733,0.006651497,0.007351654,0.041134255
Geodermatophilus,1860,0.001092896,0.004918033,0.003825137,0.002185792,0.00273224,0.009289617,0.00273224,0,0,0.003278689,0.004918033,0.001092896,0.004918033,0.015846995,0.019125683,0.02568306,0.016939891,0.005464481,0.010382514,0.010928962,0.007103825,0.016393443,0.093989071,0.013661202,0.061202186,0.007103825,0.036065574,0.068306011,0.003825137,0,0.002185792,0.003278689,0.001092896,0.015300546,0.003825137,0.004918033,0.006010929,0.045355191,0.045355191,0.001092896,0.033879781,0.045355191,0.024043716,0.005464481,0.021857923,0.033333333,0.012021858,0.02295082,0.035519126,0.033879781,0.001639344,0.014754098,0.043169399,0.042622951,0.004371585,0.006010929,0.004918033,0.032786885
Dermatophilus,1862,0.001189061,0.002378121,0.003567182,0.004161712,0.003567182,0.005350773,0.001783591,0.00059453,0,0.002378121,0.001783591,0.001783591,0.005945303,0.01902497,0.012485137,0.019619501,0.014268728,0.010701546,0.009512485,0.012485137,0.008917955,0.014863258,0.089179548,0.014268728,0.05529132,0.010107015,0.035077289,0.068370987,0.002972652,0.001783591,0.001783591,0.005350773,0.00059453,0.015457788,0.003567182,0.003567182,0.004756243,0.034482759,0.032104637,0.001189061,0.043995244,0.051129608,0.020808561,0.004161712,0.020214031,0.03626635,0.013079667,0.029726516,0.035077289,0.038644471,0.003567182,0.014863258,0.061236623,0.033293698,0.006539834,0.007728894,0.007134364,0.03626635
Actinoplanes,1865,0.002244669,0.003179948,0.003554059,0.004115226,0.00261878,0.009165731,0.002992892,0.000935279,0.000561167,0.003179948,0.004115226,0.001496446,0.005798728,0.017396184,0.014216236,0.019266741,0.015525627,0.009913954,0.010849233,0.012532735,0.008230453,0.015712682,0.089786756,0.011597456,0.061915451,0.00879162,0.03909465,0.069958848,0.002805836,0.000561167,0.002244669,0.004302282,0.000935279,0.014964459,0.002805836,0.004115226,0.002057613,0.041152263,0.043022821,0.000748223,0.037224093,0.04526749,0.017396184,0.005611672,0.018518519,0.030115975,0.011784512,0.025439581,0.041526375,0.030864198,0.004676394,0.018144407,0.042835765,0.034044145,0.008978676,0.009165731,0.007669285,0.042274598
Micromonospora,1873,0.001421897,0.004671948,0.003250051,0.004062563,0.004671948,0.008125127,0.002640666,0.001828154,0.000203128,0.002437538,0.004875076,0.001828154,0.005281333,0.016047126,0.01665651,0.019703433,0.015640869,0.010968921,0.008531383,0.010968921,0.009953281,0.017062767,0.087751371,0.017875279,0.064797887,0.009140768,0.036766199,0.070282348,0.003453179,0.000609385,0.002031282,0.004062563,0.000203128,0.016859638,0.003859435,0.004671948,0.003859435,0.031281739,0.033922405,0.00223441,0.035141174,0.04448507,0.020922202,0.00446882,0.01889092,0.029250457,0.011578306,0.030875482,0.039609994,0.034938046,0.00446882,0.015437741,0.043672557,0.032500508,0.008125127,0.008328255,0.007312614,0.045500711
Kitasatospora,1894,0.001564945,0.004694836,0,0.001564945,0,0.006259781,0.00312989,0.001564945,0.001564945,0.006259781,0.00312989,0.004694836,0.007824726,0.018779343,0.012519562,0.010954617,0.007824726,0.006259781,0.014084507,0.010954617,0.006259781,0.023474178,0.082942097,0.009389671,0.067292645,0.009389671,0.045383412,0.0657277,0.001564945,0.001564945,0.004694836,0.004694836,0,0.015649452,0.006259781,0.007824726,0.00312989,0.034428795,0.039123631,0.001564945,0.028169014,0.048513302,0.021909233,0.00312989,0.017214397,0.028169014,0.009389671,0.039123631,0.050078247,0.040688576,0.001564945,0.017214397,0.043818466,0.03286385,0.004694836,0.004694836,0.007824726,0.046948357
Nocardiopsis,2014,0.006849315,0.006849315,0,0.006849315,0,0.006849315,0,0,0,0,0.020547945,0,0.006849315,0.020547945,0.01369863,0.01369863,0.01369863,0.006849315,0.020547945,0.020547945,0.01369863,0,0.054794521,0.020547945,0.082191781,0.006849315,0.020547945,0.047945205,0,0,0,0.020547945,0,0.020547945,0,0.006849315,0,0.01369863,0.034246575,0,0.061643836,0.047945205,0.034246575,0.01369863,0.006849315,0.04109589,0.01369863,0.006849315,0.054794521,0.01369863,0.01369863,0.034246575,0.047945205,0.006849315,0.006849315,0,0,0.089041096
Curtobacterium,2036,0,0.007518797,0,0,0.015037594,0.022556391,0.007518797,0,0,0,0,0,0.015037594,0.022556391,0.015037594,0.015037594,0.022556391,0.007518797,0.007518797,0.022556391,0.015037594,0.007518797,0.082706767,0.015037594,0.030075188,0.022556391,0.037593985,0.022556391,0.007518797,0,0,0.007518797,0,0.007518797,0.015037594,0.007518797,0.015037594,0.045112782,0.022556391,0,0.022556391,0.037593985,0.015037594,0.007518797,0.007518797,0.052631579,0.022556391,0.007518797,0.045112782,0.007518797,0.007518797,0.007518797,0.060150376,0.045112782,0.037593985,0.007518797,0.007518797,0.060150376
Anaeroplasma,2089,0,0,0,0,0,0,0.012195122,0,0,0,0.012195122,0.012195122,0,0.012195122,0.024390244,0,0.012195122,0,0.012195122,0,0,0.012195122,0.06097561,0.024390244,0.012195122,0.024390244,0.024390244,0.048780488,0,0.012195122,0.012195122,0.024390244,0,0,0.012195122,0,0,0.012195122,0.024390244,0,0.048780488,0.085365854,0.024390244,0.024390244,0.012195122,0.036585366,0.012195122,0.036585366,0.048780488,0.024390244,0,0,0.048780488,0.024390244,0.012195122,0,0.024390244,0.134146341
