Genus,OTUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,IA1,IA2,IA3,IA4,IA5,IA18,IA19,IA20,IA21,IA22,IA24,IA25,IA27,IA29,IA30,IA35,IA37,IA39,IA40,IA41,IA42,IA43,IA44,IA45,IA46,IS6,IS7,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS17,IS50,IS23,IS28,IS31,IS32,IS33,IS34,IS36,IS38,IS47,IS48
Iodobacter,537,0.01618123,0.135113269,0.00566343,0.112459547,0.012135922,0.124595469,0.124595469,0.152912621,0.061488673,0.123786408,0.023462783,0.012944984,0.004854369,0.004045307,0.00566343,0.000809061,0.004854369,0,0.001618123,0.000809061,0,0,0.004854369,0,0.000809061,0.00566343,0.002427184,0.004045307,0,0,0,0.001618123,0,0.001618123,0.000809061,0,0,0.002427184,0.00566343,0.000809061,0.002427184,0.012135922,0.001618123,0.003236246,0.002427184,0.004045307,0.002427184,0,0.002427184,0.004045307,0,0.000809061,0.003236246,0.000809061,0,0,0,0.001618123
Eikenella,538,0.011935953,0.113828239,0.013973799,0.098398836,0.017176128,0.116739447,0.115866084,0.15342067,0.071615721,0.127802038,0.031149927,0.022416303,0.004949054,0.008442504,0.004075691,0.001164483,0.005822416,0.000582242,0.000582242,0.000873362,0.000291121,0.000582242,0.006404658,0,0.002037846,0.007569141,0.001455604,0.004366812,0.000291121,0,0,0.000582242,0,0.002911208,0,0.000582242,0.001164483,0.002328967,0.005822416,0.000582242,0.002037846,0.013100437,0.000873362,0.005822416,0.004366812,0.00349345,0.002037846,0.000582242,0,0.005822416,0,0.000582242,0.001164483,0.000291121,0,0.000582242,0.000582242,0.000873362
Zymomonas,541,0.015604102,0.111012037,0.013820776,0.106107891,0.013374944,0.119928667,0.121266161,0.158716005,0.058849755,0.127953634,0.028979046,0.024520731,0.005795809,0.005349978,0.004904146,0.001783326,0.005349978,0,0.000445831,0,0,0.000891663,0.004904146,0,0.000891663,0.005349978,0.00312082,0.006687472,0,0,0.000445831,0.000891663,0,0.001337494,0.000445831,0,0,0.001337494,0.005349978,0.000445831,0.00312082,0.01515827,0.000445831,0.005795809,0.004458315,0.003566652,0.001783326,0.000445831,0.000445831,0.004012483,0,0.000891663,0.00312082,0.000891663,0,0,0,0
Citrobacter,546,0.02281259,0.111175282,0.018481086,0.092982963,0.017326018,0.115506786,0.117816922,0.15506786,0.075368178,0.11897199,0.023390124,0.027721629,0.006064106,0.008374242,0.002310136,0.001155068,0.004042738,0.000288767,0.000288767,0.000577534,0,0.000577534,0.007219174,0.000288767,0.001443835,0.00664164,0.002598903,0.004042738,0.000288767,0,0,0.000577534,0,0.000866301,0,0.000288767,0.000577534,0.001732602,0.005197805,0.000866301,0.00288767,0.012705746,0.001443835,0.004620271,0.003753971,0.005486572,0.001443835,0.000577534,0.001443835,0.004909038,0,0.000866301,0.002021369,0.000577534,0.000866301,0,0.001732602,0.001732602
Enterobacter,547,0.021000894,0.108579088,0.021894549,0.09562109,0.017426273,0.109025916,0.120643432,0.164432529,0.067917784,0.114834674,0.024128686,0.030831099,0.004915103,0.004468275,0.00536193,0.000893655,0.004021448,0.000446828,0,0.000446828,0.000446828,0.001340483,0.00536193,0.000893655,0.003127793,0.00893655,0.001340483,0.005808758,0,0,0,0,0,0.00178731,0.000446828,0.000446828,0.000446828,0.001340483,0.004021448,0.000893655,0.001340483,0.016085791,0.000893655,0.00357462,0.006702413,0.004021448,0.000893655,0.001340483,0,0.004915103,0,0.000446828,0.000893655,0.000893655,0.000893655,0.000893655,0.000446828,0.002234138
Klebsiella,548,0.016527425,0.10642935,0.012350163,0.089175445,0.012350163,0.111877951,0.124772975,0.156193244,0.068289139,0.126952416,0.023065746,0.023428987,0.007991282,0.006901562,0.003450781,0.002724301,0.005448602,0.00018162,0.00054486,0.00054486,0.00108972,0.00054486,0.007809662,0.00018162,0.002361061,0.009807483,0.004722121,0.007991282,0.00018162,0.00018162,0.00018162,0.00072648,0,0.003087541,0.00018162,0.00018162,0.00054486,0.00108972,0.005811842,0.00145296,0.003087541,0.015437704,0.0009081,0.004722121,0.004177261,0.004358881,0.00108972,0.00036324,0.00127134,0.007809662,0,0.0009081,0.002542681,0.002179441,0.00054486,0,0.00163458,0.00163458
Pantoea,549,0.025137112,0.110146252,0.019652651,0.085923218,0.020566728,0.125228519,0.115173675,0.150822669,0.06535649,0.112431444,0.022394881,0.035191956,0.006855576,0.004570384,0.004113346,0.00274223,0.003656307,0.000457038,0.000457038,0.001371115,0,0.000457038,0.006855576,0,0.00274223,0.006398537,0.00274223,0.008683729,0.000457038,0,0.000457038,0.000914077,0,0.003199269,0,0,0.000457038,0,0.002285192,0.001371115,0.001828154,0.017824497,0.000914077,0.002285192,0.004570384,0.006855576,0.002285192,0.001828154,0.000914077,0.005941499,0,0.000457038,0.001371115,0.000457038,0.000457038,0,0.001371115,0.001371115
Erwinia,552,0.021771999,0.111279105,0.020864832,0.094950106,0.018445721,0.10190505,0.124584215,0.153915936,0.063501663,0.109767161,0.02691261,0.029331721,0.007257333,0.009071666,0.003326278,0.001209555,0.006047777,0.000604778,0,0.000604778,0.000302389,0.000302389,0.005140611,0.000907167,0.0027215,0.009676444,0.000604778,0.009071666,0.000604778,0,0.000302389,0.000604778,0.000302389,0.001814333,0.000302389,0,0.000302389,0.002419111,0.006350166,0.000302389,0.001814333,0.017840943,0.000302389,0.003628666,0.004838222,0.006047777,0.001814333,0.000907167,0.002116722,0.006350166,0,0.001511944,0.000907167,0.001511944,0.000604778,0.000302389,0.000604778,0.001511944
Pectobacterium,554,0.022192632,0.10918775,0.017754106,0.08743897,0.015978695,0.106524634,0.120727918,0.156679982,0.067021749,0.123391034,0.026631158,0.027962716,0.0084332,0.010652463,0.004438526,0.004882379,0.003106968,0.000443853,0,0.000443853,0.000443853,0.000887705,0.005326232,0.001331558,0.002219263,0.009320905,0.003106968,0.00665779,0.000443853,0.000443853,0.000443853,0.001331558,0,0.002219263,0,0,0.000443853,0.000887705,0.004882379,0,0.003106968,0.011984021,0.000887705,0.005326232,0.004882379,0.003994674,0.001775411,0,0.000887705,0.004438526,0.000443853,0.001331558,0.002663116,0.001331558,0.000887705,0,0.000887705,0.000887705
Dickeya,556,0.015682657,0.093173432,0.015682657,0.106088561,0.016605166,0.101476015,0.105166052,0.156826568,0.086715867,0.113468635,0.028597786,0.034132841,0.003690037,0.008302583,0.008302583,0.001845018,0.005535055,0,0.001845018,0.000922509,0.000922509,0,0.007380074,0,0.001845018,0.011070111,0.003690037,0.008302583,0,0,0,0,0,0.001845018,0,0,0,0.001845018,0.004612546,0.000922509,0.001845018,0.016605166,0.003690037,0.006457565,0.004612546,0.003690037,0.000922509,0.001845018,0.000922509,0.005535055,0,0.000922509,0.002767528,0.000922509,0,0.001845018,0,0.000922509
Escherichia,561,0.02097429,0.119756428,0.013193505,0.091001353,0.015223275,0.101488498,0.124154263,0.146820027,0.059878214,0.118064953,0.02435724,0.034167794,0.00744249,0.00744249,0.004397835,0.001691475,0.005751015,0.000338295,0.00067659,0.00067659,0.00067659,0,0.00744249,0.00067659,0.003721245,0.01217862,0.001014885,0.006427605,0.00067659,0,0.000338295,0.00135318,0,0.003044655,0.000338295,0.000338295,0,0.002368065,0.005751015,0.00067659,0.00270636,0.01759134,0.00067659,0.00405954,0.00338295,0.00541272,0.00135318,0.00135318,0.00135318,0.00879567,0.00067659,0.001014885,0.00338295,0.00135318,0,0.00067659,0.000338295,0.00135318
Shimwellia,563,0.019811321,0.103773585,0.016037736,0.10754717,0.009433962,0.119811321,0.112264151,0.135849057,0.067924528,0.116037736,0.027358491,0.036792453,0.006603774,0.013207547,0.006603774,0.003773585,0.002830189,0.000943396,0.000943396,0,0,0,0.00754717,0.001886792,0.002830189,0.009433962,0.002830189,0.011320755,0,0,0,0.000943396,0,0,0,0.000943396,0.001886792,0,0.008490566,0,0.000943396,0.013207547,0,0.003773585,0.005660377,0.000943396,0,0.001886792,0.003773585,0.003773585,0,0,0.003773585,0.001886792,0.000943396,0.000943396,0,0.002830189
Atlantibacter,565,0.020768432,0.116303219,0.009345794,0.102803738,0.013499481,0.101765317,0.136033229,0.142263759,0.061266874,0.111111111,0.018691589,0.021806854,0.004153686,0.008307373,0.003115265,0.002076843,0.004153686,0,0,0,0.002076843,0,0.009345794,0,0.003115265,0.013499481,0.001038422,0.010384216,0,0,0.001038422,0,0,0.005192108,0,0,0.001038422,0.003115265,0.008307373,0,0.002076843,0.011422638,0.002076843,0.007268951,0.012461059,0.004153686,0.002076843,0.002076843,0.003115265,0.007268951,0,0,0.004153686,0.003115265,0,0,0,0.003115265
Pseudescherichia,566,0.019937041,0.10703043,0.012591815,0.079748164,0.013641133,0.110178384,0.10703043,0.165792235,0.075550892,0.124868835,0.026232949,0.020986359,0.009443861,0.008394544,0.006295908,0.004197272,0.004197272,0,0,0.001049318,0,0,0.006295908,0.002098636,0.00524659,0.011542497,0.004197272,0.006295908,0.001049318,0,0,0.001049318,0,0.003147954,0,0,0,0.003147954,0.008394544,0.001049318,0.002098636,0.017838405,0,0.002098636,0.002098636,0.003147954,0.001049318,0.001049318,0,0.007345226,0.001049318,0.002098636,0.004197272,0,0,0.002098636,0.001049318,0.002098636
Hafnia,569,0.01656868,0.111704971,0.011758418,0.110636024,0.010689471,0.104222341,0.104756815,0.151256013,0.072153928,0.109032603,0.029396045,0.032602886,0.004810262,0.006948156,0.004810262,0.001068947,0.008017103,0,0.001603421,0.000534474,0.000534474,0.001068947,0.006413683,0.000534474,0.003206841,0.010689471,0.003206841,0.008017103,0,0,0,0.001068947,0.001068947,0.000534474,0.000534474,0.001068947,0.001603421,0.001603421,0.010689471,0,0.003206841,0.013896312,0.003741315,0.004275788,0.002672368,0.005344735,0.001068947,0.003741315,0.003741315,0.005879209,0,0.000534474,0.002137894,0.001068947,0,0.000534474,0.001068947,0.002672368
Raoultella,575,0.005854801,0.105971897,0.005269321,0.108313817,0.011124122,0.108313817,0.115925059,0.158665105,0.06557377,0.120608899,0.025761124,0.015222482,0.012880562,0.006440281,0.004683841,0.004683841,0.006440281,0,0.00058548,0,0.00175644,0.00117096,0.009367681,0,0.00234192,0.012880562,0.005854801,0.005854801,0.00058548,0,0.00058548,0.0029274,0,0.0029274,0.00058548,0,0.00117096,0.0029274,0.006440281,0.00234192,0.00175644,0.018735363,0.00234192,0.003512881,0.005269321,0.006440281,0.0029274,0.00058548,0.00058548,0.006440281,0,0.00117096,0.00234192,0.0029274,0,0,0,0.0029274
Kluyvera,579,0.011564212,0.102860621,0.007912355,0.097382836,0.011564212,0.096774194,0.126597687,0.158247109,0.071819842,0.121728545,0.02008521,0.018259282,0.007303713,0.009129641,0.00669507,0.006086427,0.00669507,0.001825928,0,0,0,0,0.009129641,0.000608643,0.005477785,0.009738284,0.001217285,0.010346926,0.000608643,0.001217285,0.000608643,0.002434571,0,0.001825928,0,0.000608643,0.001825928,0.001217285,0.004869142,0,0.002434571,0.02008521,0.000608643,0.003043214,0.00669507,0.006086427,0.001825928,0.001217285,0.003043214,0.009738284,0,0.002434571,0.003651856,0.000608643,0,0,0.000608643,0.003651856
Morganella,582,0.009276438,0.113790971,0.002473717,0.106369821,0.008039579,0.105751391,0.125541126,0.149659864,0.059369202,0.121212121,0.023500309,0.013605442,0.006802721,0.008039579,0.005565863,0.001855288,0.006184292,0.001236858,0.001236858,0.000618429,0,0.000618429,0.010513296,0,0.004947434,0.012987013,0.003710575,0.011750155,0,0.000618429,0,0.000618429,0.000618429,0.003092146,0.000618429,0.000618429,0.001236858,0.000618429,0.008039579,0.000618429,0.004329004,0.016697588,0.001236858,0.006802721,0.006184292,0.005565863,0.003710575,0.001236858,0.001855288,0.012368584,0.001236858,0.001236858,0.002473717,0.002473717,0,0,0,0.001236858
Proteus,585,0.009462366,0.106236559,0.007311828,0.086451613,0.018924731,0.11311828,0.119139785,0.16688172,0.067956989,0.107096774,0.021505376,0.017634409,0.009032258,0.008172043,0.005591398,0.00344086,0.010322581,0.000430108,0.001290323,0.000860215,0.001290323,0.00172043,0.006021505,0.00172043,0.003010753,0.013333333,0.004301075,0.006451613,0,0,0,0,0,0.00344086,0.000430108,0,0.000860215,0.003010753,0.009032258,0.00172043,0.004731183,0.017204301,0.001290323,0.004301075,0.004731183,0.007741935,0.00172043,0.000430108,0.001290323,0.009032258,0.000430108,0.000860215,0.001290323,0.000430108,0.000860215,0.001290323,0.00172043,0.00344086
Providencia,587,0.011396011,0.099081988,0.006964229,0.090534979,0.012345679,0.114593226,0.133586578,0.13421969,0.073124406,0.123773346,0.022475467,0.016777461,0.006647673,0.0107629,0.005698006,0.005064894,0.006964229,0.000633112,0.001899335,0,0.000633112,0.000316556,0.008547009,0.000316556,0.002532447,0.011079456,0.003482115,0.008230453,0.000316556,0.000316556,0,0.000949668,0,0.006647673,0.000316556,0.000316556,0.000316556,0.004748338,0.007280785,0.002532447,0.002849003,0.018360241,0.001899335,0.008230453,0.006014562,0.004431782,0.001266223,0.002215891,0.000949668,0.009813232,0.000316556,0.001266223,0.003165559,0.000633112,0.000316556,0.000633112,0.001266223,0.000949668
Salmonella,590,0.01220638,0.092932608,0.011180634,0.091906862,0.011693507,0.10206175,0.115191302,0.149656375,0.070263617,0.124628167,0.022976716,0.016719664,0.009231716,0.01220638,0.007180224,0.003795261,0.005846754,0.000718022,0.000718022,0.000512873,0.001230895,0.000923172,0.011180634,0.000615448,0.004513283,0.011693507,0.005026157,0.009334291,0.000307724,0.000102575,0.000410298,0.000820597,0.000205149,0.003384963,0.000307724,0.000512873,0.000923172,0.002769515,0.007077649,0.000410298,0.002359216,0.021335522,0.001538619,0.005846754,0.007590522,0.008718843,0.002872089,0.001538619,0.002769515,0.010975485,0.000307724,0.000820597,0.003077239,0.00133347,0.000718022,0.000307724,0.000923172,0.003590112
Serratia,617,0.017964072,0.087997917,0.009893257,0.090080708,0.013538141,0.101015361,0.106743036,0.141629784,0.065087217,0.11715699,0.020046863,0.022129654,0.010674304,0.010934652,0.007289768,0.006248373,0.009893257,0.001041395,0.001041395,0.000781047,0.000520698,0.000520698,0.01379849,0,0.004946628,0.015100234,0.002863838,0.014058839,0.000260349,0.000260349,0.000260349,0.001041395,0,0.004425931,0,0.000260349,0.001822442,0.00468628,0.010674304,0.000520698,0.002082791,0.022650351,0.001822442,0.005988024,0.005727675,0.014839885,0.001301744,0.002082791,0.002863838,0.009372559,0.000520698,0.002082791,0.002863838,0.00234314,0.000260349,0.000781047,0.000781047,0.004425931
Shigella,623,0.013639002,0.086477075,0.010156703,0.088508416,0.012768427,0.083284968,0.120719675,0.134068485,0.069645966,0.120429483,0.025246663,0.02466628,0.011027278,0.00754498,0.008705746,0.004352873,0.009866512,0.000870575,0.000580383,0.001160766,0.000290192,0.001160766,0.012478236,0.000870575,0.006674405,0.013929193,0.006964597,0.011897853,0.000580383,0.000290192,0.000290192,0.000290192,0.000580383,0.00377249,0.000290192,0.000580383,0.000580383,0.004643064,0.008705746,0.000290192,0.002031341,0.025536854,0.001160766,0.005513639,0.006384214,0.011897853,0.003192107,0.003482298,0.002611724,0.012768427,0.000290192,0.001741149,0.004062681,0.002611724,0.000290192,0.000870575,0.002321532,0.004352873
Xenorhabdus,628,0.019458545,0.082064298,0.012690355,0.088832487,0.01607445,0.08714044,0.110829103,0.137055838,0.075296108,0.124365482,0.021150592,0.023688663,0.010998308,0.008460237,0.008460237,0.000846024,0.010152284,0.000846024,0,0.000846024,0.000846024,0.000846024,0.012690355,0.001692047,0.004230118,0.010998308,0.005922166,0.011844332,0.002538071,0,0,0.000846024,0,0.00676819,0,0,0,0.002538071,0.013536379,0.000846024,0.001692047,0.019458545,0.000846024,0.012690355,0.007614213,0.00676819,0.001692047,0.002538071,0.003384095,0.011844332,0,0.000846024,0.008460237,0.000846024,0.000846024,0,0.001692047,0.003384095
Yersinia,629,0.019647501,0.077723201,0.010401618,0.082057209,0.01357989,0.077723201,0.108928055,0.130887027,0.071077723,0.111239526,0.024270442,0.027737648,0.010401618,0.013868824,0.006356544,0.006645478,0.010690552,0.000866802,0.001444669,0.002022537,0.000288934,0.001155735,0.01357989,0.001733603,0.006356544,0.01733603,0.007801214,0.013290956,0.001155735,0,0.000288934,0.001155735,0,0.00375614,0,0.000288934,0.000577868,0.004911875,0.008668015,0.001155735,0.002889338,0.032938457,0.000866802,0.008668015,0.012135221,0.010401618,0.002889338,0.002889338,0.00375614,0.014157758,0.001155735,0.002311471,0.004911875,0.001733603,0.000288934,0.000866802,0.004045074,0.002022537
Edwardsiella,635,0.019591141,0.065587734,0.017035775,0.083475298,0.018739353,0.080919932,0.099659284,0.137989779,0.05451448,0.120954003,0.019591141,0.036626917,0.005962521,0.017887564,0.011925043,0.004258944,0.011073254,0.000851789,0,0.000851789,0.000851789,0.000851789,0.010221465,0,0.005962521,0.012776831,0.005110733,0.019591141,0.001703578,0,0.000851789,0.001703578,0,0.004258944,0,0,0.000851789,0.000851789,0.014480409,0,0.003407155,0.038330494,0.003407155,0.011073254,0.005962521,0.017887564,0.000851789,0.001703578,0.000851789,0.011073254,0.000851789,0.003407155,0.004258944,0.001703578,0,0.000851789,0.002555366,0.004258944
Arsenophonus,638,0.020264317,0.064317181,0.016740088,0.074889868,0.020264317,0.075770925,0.096035242,0.139207048,0.072246696,0.11277533,0.015859031,0.031718062,0.014096916,0.015859031,0.011453744,0.004405286,0.015859031,0.000881057,0.000881057,0.000881057,0.001762115,0.001762115,0.014096916,0.001762115,0.006167401,0.018502203,0.007929515,0.016740088,0.001762115,0,0,0.001762115,0,0.003524229,0,0.000881057,0.001762115,0.003524229,0.011453744,0.001762115,0.002643172,0.024669604,0.002643172,0.005286344,0.00969163,0.013215859,0.005286344,0.003524229,0.006167401,0.00969163,0.000881057,0.001762115,0.006167401,0.003524229,0.000881057,0,0.000881057,0.003524229
Aeromonas,648,0.02306425,0.074794069,0.011037891,0.079901153,0.021581549,0.081878089,0.095222405,0.133443163,0.061779242,0.106260297,0.018616145,0.029818781,0.014827018,0.014332784,0.009555189,0.004448105,0.01416804,0.000658979,0.000329489,0.000658979,0.001317957,0.001812191,0.015650741,0.000988468,0.006425041,0.017957166,0.007248764,0.012026359,0.000658979,0.000494234,0.000329489,0.001812191,0.000164745,0.003953871,0.000164745,0.000494234,0.000494234,0.004448105,0.009390445,0.000494234,0.004283361,0.03014827,0.001976936,0.010873147,0.012850082,0.01416804,0.003953871,0.002306425,0.002306425,0.013509061,0.000164745,0.001482702,0.006095552,0.003459638,0.000988468,0.000823723,0.001812191,0.006095552
Photobacterium,657,0.017558528,0.069397993,0.013795987,0.089046823,0.012959866,0.078177258,0.091973244,0.120819398,0.064381271,0.108695652,0.023829431,0.029264214,0.014632107,0.013795987,0.012123746,0.006270903,0.013377926,0.001254181,0.001672241,0.001672241,0,0.001672241,0.015050167,0.001254181,0.007107023,0.017558528,0.006270903,0.017140468,0,0,0.00041806,0.001254181,0,0.003762542,0.00041806,0.00041806,0.002926421,0.004180602,0.012123746,0,0.005016722,0.034698997,0.001672241,0.010451505,0.013377926,0.016304348,0.004180602,0.001672241,0.002090301,0.014214047,0.00083612,0.001672241,0.005016722,0.002926421,0,0.002508361,0.00083612,0.006270903
Vibrio,672,0.01895441,0.063800793,0.010530228,0.073711596,0.013007929,0.076560951,0.091427156,0.128221011,0.058349851,0.10654113,0.023909812,0.026139742,0.01722002,0.016105055,0.012264618,0.006318137,0.013875124,0.00049554,0.00173439,0.000867195,0.00173439,0.00123885,0.016848365,0.00148662,0.007804757,0.020564916,0.006565907,0.019821606,0.00099108,0.00049554,0.000867195,0.00173439,0.00049554,0.006565907,0.000619425,0.00074331,0.00074331,0.004459861,0.012388503,0.000619425,0.004088206,0.039395441,0.002353816,0.012140733,0.014866204,0.015857284,0.003716551,0.003344896,0.003716551,0.013503469,0.000371655,0.001610505,0.006813677,0.003221011,0.000619425,0.000619425,0.001858276,0.005079286
Grimontia,673,0.014423077,0.079326923,0,0.074519231,0.012019231,0.072115385,0.088942308,0.137019231,0.052884615,0.103365385,0.028846154,0.038461538,0.014423077,0.021634615,0.009615385,0.009615385,0.016826923,0,0,0.004807692,0,0.002403846,0.007211538,0.002403846,0.004807692,0.016826923,0.012019231,0.014423077,0,0,0,0,0,0,0,0,0,0.007211538,0.021634615,0,0.002403846,0.03125,0,0.019230769,0.016826923,0.009615385,0,0,0.007211538,0.021634615,0,0.002403846,0.007211538,0.002403846,0,0,0,0.012019231
