OTU,Abundance,Symptoms,Species
1789,0.003638724,Symptomatic,Mycobacterium xenopi
1789,0.001945315,Symptomatic,Mycobacterium xenopi
2104,0.001615509,Symptomatic,Mycoplasma pneumoniae
2104,0.001164144,Symptomatic,Mycoplasma pneumoniae
2104,0.000651169,Symptomatic,Mycoplasma pneumoniae
2104,0.000637959,Symptomatic,Mycoplasma pneumoniae
2104,0.000635122,Symptomatic,Mycoplasma pneumoniae
2104,0.000429369,Symptomatic,Mycoplasma pneumoniae
2104,0.000309789,Symptomatic,Mycoplasma pneumoniae
2104,0.000270124,Symptomatic,Mycoplasma pneumoniae
2104,0.000249657,Symptomatic,Mycoplasma pneumoniae
2104,0.000228345,Symptomatic,Mycoplasma pneumoniae
2104,0.000130668,Symptomatic,Mycoplasma pneumoniae
2104,5.95E-05,Symptomatic,Mycoplasma pneumoniae
2104,5.67E-05,Symptomatic,Mycoplasma pneumoniae
2104,5.50E-05,Symptomatic,Mycoplasma pneumoniae
2104,5.47E-05,Symptomatic,Mycoplasma pneumoniae
2104,4.30E-05,Symptomatic,Mycoplasma pneumoniae
2104,4.05E-05,Symptomatic,Mycoplasma pneumoniae
2104,3.94E-05,Symptomatic,Mycoplasma pneumoniae
2104,2.70E-05,Symptomatic,Mycoplasma pneumoniae
2104,0,Symptomatic,Mycoplasma pneumoniae
2104,0,Symptomatic,Mycoplasma pneumoniae
